id,true_eform,pred_eform,error,material_id,abs_error,mean_cn,hybridization
mp-16296,-0.393167401100001,-0.2209731340408325,0.1721942670591684,mp-16296,0.1721942670591685,5.0,sp3-like
mp-1195874,-0.8584272253125,-0.5576325058937073,0.3007947194187927,mp-1195874,0.30079471941879277,3.0,sp2-like
mp-1018050,-0.001850867499999,0.0307852923870086,0.0326361598870076,mp-1018050,0.032636159887007604,6.0,sp3-like
mp-758060,-1.64499968113636,-1.6602821350097656,-0.0152824538734055,mp-758060,0.015282453873405544,3.0,sp2-like
mp-10040,0.163335222500012,0.2543814778327942,0.0910462553327821,mp-10040,0.09104625533278218,6.0,sp3-like
mp-1192699,-0.249751427261905,-0.2114176452159881,0.0383337820459168,mp-1192699,0.03833378204591689,2.0,sp-like
mp-759318,-1.46610366717391,-1.477137327194214,-0.0110336600203038,mp-759318,0.011033660020304037,2.0,sp-like
mp-1196585,-0.850618116043105,-0.8298540115356445,0.0207641045074604,mp-1196585,0.020764104507460468,2.0,sp-like
mp-1219344,-0.020052744512195,-0.009768471121788,0.0102842733904069,mp-1219344,0.010284273390406998,6.0,sp3-like
mp-672681,-0.129359108333332,-0.0141057893633842,0.1152533189699477,mp-672681,0.1152533189699478,6.0,sp3-like
mp-558579,-1.17890343691667,-1.1466655731201172,0.0322378637965528,mp-558579,0.0322378637965528,3.0,sp2-like
mp-1018048,-0.252704191249999,-0.2793378829956054,-0.0266336917456064,mp-1018048,0.026633691745606425,7.0,sp3-like
mp-733600,-0.158065037033898,-0.131601795554161,0.0264632414797369,mp-733600,0.026463241479737,3.0,sp2-like
mp-680189,-1.00670133173611,-1.0087594985961914,-0.0020581668600814,mp-680189,0.002058166860081423,3.857142857142857,sp3-like
mp-15706,-0.560541889687501,-0.5458385348320007,0.0147033548555002,mp-15706,0.014703354855500228,3.0,sp2-like
mp-561703,-0.624214645,-0.7683568596839905,-0.1441422146839904,mp-561703,0.14414221468399047,1.0,sp-like
mp-1216754,-0.736037945833335,-0.6065062284469604,0.1295317173863746,mp-1216754,0.1295317173863746,2.0,sp-like
mp-1222300,-0.109999354642858,-0.1121174395084381,-0.0021180848655801,mp-1222300,0.0021180848655801,6.0,sp3-like
mp-623924,-0.860290159827586,-0.875157356262207,-0.0148671964346209,mp-623924,0.014867196434620977,2.0,sp-like
mp-1176814,-1.55120739372549,-1.540126919746399,0.011080473979091,mp-1176814,0.011080473979091066,3.0,sp2-like
mp-1295192,-1.98423306587644,-1.9904234409332275,-0.0061903750567875,mp-1295192,0.006190375056787545,3.0,sp2-like
mp-1182728,-1.51291915869047,-1.6987642049789429,-0.1858450462884728,mp-1182728,0.18584504628847287,2.5,sp2-like
mp-1096984,-0.711557372499999,-0.6997522115707397,0.0118051609292592,mp-1096984,0.011805160929259206,4.0,sp3-like
mp-1038368,-2.86669346179687,-2.8602399826049805,0.0064534791918893,mp-1038368,0.006453479191889322,0.0,sp-like
mp-9514,-0.055014741,-0.1897354423999786,-0.1347207013999786,mp-9514,0.1347207013999786,7.0,sp3-like
mp-866659,-0.144566281155661,-0.1641584038734436,-0.0195921227177826,mp-866659,0.0195921227177826,2.0,sp-like
mp-29961,-0.271592839999998,-0.2061659693717956,0.0654268706282023,mp-29961,0.0654268706282024,2.0,sp-like
mp-1239078,0.708870983437499,0.3472076952457428,-0.3616632881917562,mp-1239078,0.3616632881917562,3.0,sp2-like
mp-1182145,-0.083557825,-0.2369825541973114,-0.1534247291973114,mp-1182145,0.1534247291973114,2.0,sp-like
mp-1221105,3.5305635275,2.322445869445801,-1.2081176580541992,mp-1221105,1.2081176580541992,2.0,sp-like
mp-730460,-1.90699497002694,-1.9035425186157229,0.0034524514112173,mp-730460,0.0034524514112170834,3.0,sp2-like
mp-1238815,-0.130572651333333,-0.0498671308159828,0.0807055205173502,mp-1238815,0.08070552051735022,4.666666666666667,sp3-like
mp-2285616,1.2732333076875,1.3037803173065186,0.0305470096190185,mp-2285616,0.030547009619018572,6.0,sp3-like
mp-1193904,-0.018084984333334,-0.0388588644564151,-0.0207738801230811,mp-1193904,0.0207738801230811,2.25,sp-like
mp-576,-0.094896928833333,-0.0619459822773933,0.0329509465559396,mp-576,0.032950946555939706,4.0,sp3-like
mp-733610,-1.02558712631945,-0.9913681149482728,0.0342190113711773,mp-733610,0.03421901137117722,3.0,sp2-like
mp-1196795,-0.321935169821428,-0.0894113853573799,0.2325237844640481,mp-1196795,0.2325237844640481,1.75,sp-like
mp-1190844,0.135153168181818,-0.0321555845439434,-0.1673087527257614,mp-1190844,0.1673087527257614,6.0,sp3-like
mp-1035238,-2.56917027890625,-2.582791566848755,-0.013621287942505,mp-1035238,0.013621287942505056,6.0,sp3-like
mp-555541,-0.85594820621875,-0.8709603548049927,-0.0150121485862426,mp-555541,0.015012148586242668,3.0,sp2-like
mp-1204247,-1.86709038538889,-1.859301209449768,0.0077891759391219,mp-1204247,0.007789175939121984,2.5,sp2-like
mp-1245795,-0.379143023218392,-0.3554620146751404,0.0236810085432516,mp-1245795,0.023681008543251614,1.0,sp-like
mp-1196125,-0.197414045683793,-0.2040086090564727,-0.0065945633726797,mp-1196125,0.00659456337267969,4.0,sp3-like
mp-1030856,-2.1214005059375,-2.127063512802124,-0.0056630068646241,mp-1030856,0.005663006864624176,6.0,sp3-like
mp-619775,-1.53659324136364,-1.5327695608139038,0.0038236805497362,mp-619775,0.0038236805497362525,6.0,sp3-like
mp-1203167,-0.310445692187498,-0.0427580773830413,0.2676876148044566,mp-1203167,0.2676876148044567,2.3333333333333335,sp-like
mp-1206138,-0.747902783000006,-0.7493195533752441,-0.0014167703752381,mp-1206138,0.00141677037523813,6.0,sp3-like
mp-704101,-0.728176718532214,-0.7107318639755249,0.017444854556689,mp-704101,0.017444854556689093,2.0,sp-like
mp-30168,-0.149503778136793,-0.1171052828431129,0.03239849529368,mp-30168,0.032398495293680094,2.0,sp-like
mp-1194642,-1.44350382828125,-1.4824321269989014,-0.0389282987176513,mp-1194642,0.038928298717651355,2.0,sp-like
mp-1219267,0.25000112375,0.000114306807518,-0.249886816942482,mp-1219267,0.249886816942482,6.0,sp3-like
mp-19828,0.329392559250003,0.0283492803573608,-0.3010432788926421,mp-19828,0.3010432788926422,6.0,sp3-like
mp-1077125,0.223119971840277,0.194202184677124,-0.0289177871631529,mp-1077125,0.02891778716315299,4.0,sp3-like
mp-1216018,-0.222607227499997,-0.3610867261886596,-0.1384794986886626,mp-1216018,0.1384794986886626,6.0,sp3-like
mp-556661,-3.28396804727273,-3.2075769901275635,0.0763910571451664,mp-556661,0.07639105714516647,3.0,sp2-like
mp-1189890,1.75410970094401,2.239485502243042,0.4853758012990319,mp-1189890,0.4853758012990319,1.5,sp-like
mp-1078473,-1.98268526958621,-1.9850622415542605,-0.0023769719680502,mp-1078473,0.002376971968050423,3.0,sp2-like
mp-1644899,-2.09058988714286,-2.076975107192993,0.0136147799498669,mp-1644899,0.013614779949866929,3.0,sp2-like
mp-1147570,0.140298966428572,0.7159531116485596,0.5756541452199876,mp-1147570,0.5756541452199876,2.0,sp-like
mp-1194836,-2.09264136811111,-2.106728792190552,-0.0140874240794417,mp-1194836,0.01408742407944219,2.5,sp2-like
mp-1214225,-0.106863616874999,0.2071147561073303,0.3139783729823293,mp-1214225,0.3139783729823293,3.0,sp2-like
mp-1189517,0.082261265625,0.0809899941086769,-0.001271271516323,mp-1189517,0.0012712715163230998,6.0,sp3-like
mp-1104152,-0.277010309047619,-0.302165538072586,-0.025155229024967,mp-1104152,0.02515522902496703,5.5,sp3-like
mp-1220098,-0.195776754166667,-0.1479409337043762,0.0478358204622907,mp-1220098,0.04783582046229082,6.0,sp3-like
mp-11180,0.231587437974138,0.2122867107391357,-0.0193007272350022,mp-11180,0.019300727235002313,7.0,sp3-like
mp-1200133,-1.584273710625,-1.5753365755081177,0.0089371351168823,mp-1200133,0.008937135116882322,3.0,sp2-like
mp-1390274,-1.13014245222222,-1.2129838466644287,-0.0828413944422086,mp-1390274,0.08284139444220862,3.0,sp2-like
mp-9956,-0.17222914625,-0.177351176738739,-0.005122030488739,mp-9956,0.005122030488739021,6.0,sp3-like
mp-571575,-1.83040088122222,-1.804789423942566,0.0256114572796541,mp-571575,0.025611457279654193,6.0,sp3-like
mp-568966,-0.493766424,-0.505094051361084,-0.011327627361084,mp-568966,0.011327627361084003,3.6,sp3-like
mp-1205734,-0.454426675000002,-0.4374668300151825,0.0169598449848195,mp-1205734,0.016959844984819505,6.0,sp3-like
mp-1008395,0.335081674999999,0.2912761569023132,-0.0438055180976857,mp-1008395,0.04380551809768585,4.0,sp3-like
mp-1033731,-2.61427211669271,-2.632490396499634,-0.0182182798069239,mp-1033731,0.01821827980692392,4.0,sp3-like
mp-612670,-0.503242483541666,-0.4907720386981964,0.0124704448434695,mp-612670,0.012470444843469597,6.0,sp3-like
mp-1207473,1.1256620625,0.6879312992095947,-0.4377307632904053,mp-1207473,0.4377307632904053,1.0,sp-like
mp-1188638,0.662361531825396,0.0390631780028343,-0.6232983538225617,mp-1188638,0.6232983538225617,2.0,sp-like
mp-608317,0.595965811071427,0.7456729412078857,0.1497071301364587,mp-608317,0.14970713013645875,2.0,sp-like
mp-1025382,-0.608535660714285,-0.6084542274475098,8.143326677523266e-05,mp-1025382,8.143326677523266e-05,6.0,sp3-like
mp-4587,-0.331934660416665,-0.3196977972984314,0.0122368631182335,mp-4587,0.012236863118233576,7.0,sp3-like
mp-1027947,0.3055586634375,0.3217458426952362,0.0161871792577362,mp-1027947,0.016187179257736217,6.0,sp3-like
mp-650510,0.167214590729165,0.284253716468811,0.117039125739646,mp-650510,0.11703912573964598,2.3333333333333335,sp-like
mp-558995,-0.486602872107143,-0.6151487827301025,-0.1285459106229595,mp-558995,0.12854591062295956,2.0,sp-like
mp-995218,-0.525920091363637,-0.4828536510467529,0.0430664403168841,mp-995218,0.04306644031688417,2.0,sp-like
mp-1227329,-2.221535567,-2.2472403049468994,-0.0257047379468993,mp-1227329,0.025704737946899314,3.0,sp2-like
mp-13137,-1.51062871695313,-1.485000729560852,0.025627987392278,mp-13137,0.025627987392278007,6.0,sp3-like
mp-1207981,0.784654496562499,0.7822455167770386,-0.0024089797854603,mp-1207981,0.0024089797854603967,6.0,sp3-like
mp-1224201,-0.037900219249999,-0.0391820073127746,-0.0012817880627756,mp-1224201,0.0012817880627756031,6.0,sp3-like
mp-1246742,0.399656911304344,0.2620880603790283,-0.1375688509253156,mp-1246742,0.13756885092531568,2.0,sp-like
mp-31271,-1.72414109175,-1.63049054145813,0.09365055029187,mp-31271,0.09365055029186986,3.0,sp2-like
mp-1210138,-2.52335710838793,-2.5446510314941406,-0.0212939231062105,mp-1210138,0.021293923106210588,3.0,sp2-like
mp-1033060,-2.3575649065625,-2.350457668304444,0.0071072382580568,mp-1033060,0.00710723825805637,4.0,sp3-like
mp-1182792,-1.1507623720875,-0.9883614182472228,0.162400953840277,mp-1182792,0.1624009538402772,3.0,sp2-like
mp-1192077,0.414578843333333,0.2064355611801147,-0.2081432821532182,mp-1192077,0.2081432821532183,7.75,sp3-like
mp-1078133,-0.079997721428568,-0.0846028327941894,-0.0046051113656214,mp-1078133,0.004605111365621403,6.0,sp3-like
mp-1245412,0.174599494999998,0.2553938031196594,0.0807943081196614,mp-1245412,0.08079430811966143,4.0,sp3-like
mp-560460,-0.019256932738096,-0.0984606891870498,-0.0792037564489538,mp-560460,0.0792037564489538,2.0,sp-like
mp-1194387,-0.005904283877555,-0.0498113632202148,-0.0439070793426598,mp-1194387,0.043907079342659805,6.0,sp3-like
mp-1071565,3.49495581833333,3.463176012039185,-0.0317798062941454,mp-1071565,0.03177980629414501,1.0,sp-like
mp-1102227,-1.75191177333333,-1.7477524280548096,0.0041593452785204,mp-1102227,0.004159345278520465,2.0,sp-like
mp-669448,0.211358776363634,0.4995560646057129,0.2881972882420789,mp-669448,0.2881972882420789,1.75,sp-like
mp-1190105,-0.406293224828947,-0.1748958826065063,0.2313973422224406,mp-1190105,0.23139734222244068,2.5,sp2-like
mp-1189974,-0.927098087916666,-0.9741316437721252,-0.0470335558554592,mp-1189974,0.04703355585545921,2.0,sp-like
mp-1214257,-0.034710935555555,0.015015996992588,0.049726932548143,mp-1214257,0.049726932548143005,3.0,sp2-like
mp-695987,-1.55848751125,-1.5666234493255615,-0.0081359380755614,mp-695987,0.008135938075561455,3.0,sp2-like
mp-1202853,-1.85050732685185,-1.8408061265945437,0.0097012002573064,mp-1202853,0.009701200257306253,1.0,sp-like
mp-1224072,-0.072876271944445,-0.0444105044007301,0.0284657675437148,mp-1224072,0.028465767543714902,6.0,sp3-like
mp-1196757,-0.187023641416667,-0.2391428053379058,-0.0521191639212388,mp-1196757,0.052119163921238804,1.5,sp-like
mp-10046,-0.605247509374999,-0.6606208682060242,-0.0553733588310251,mp-10046,0.05537335883102512,6.0,sp3-like
mp-1195111,-1.787870118125,-1.721936583518982,0.0659335346060181,mp-1195111,0.06593353460601814,3.0,sp2-like
mp-1203471,-0.785466117763158,-0.7487990856170654,0.0366670321460925,mp-1203471,0.03666703214609257,2.0,sp-like
mp-1189002,-0.555025728633331,-0.5065269470214844,0.0484987816118466,mp-1189002,0.04849878161184662,6.0,sp3-like
mp-1009735,0.225445643125006,0.5781099796295166,0.3526643365045105,mp-1009735,0.35266433650451057,6.0,sp3-like
mp-647192,0.254800895662878,0.1931105554103851,-0.0616903402524928,mp-647192,0.0616903402524929,3.1785714285714284,sp2-like
mp-1008653,2.23646498291667,2.385262489318848,0.1487975064021776,mp-1008653,0.14879750640217804,6.0,sp3-like
mp-1203312,-0.63465115100934,-0.5872752070426941,0.0473759439666459,mp-1203312,0.047375943966645906,6.0,sp3-like
mp-1202609,-0.333963873591269,-0.3565285205841064,-0.0225646469928374,mp-1202609,0.02256464699283739,4.0,sp3-like
mp-680486,-0.851554364565206,-0.9026027321815492,-0.0510483676163431,mp-680486,0.05104836761634324,6.0,sp3-like
mp-1203203,-1.2339843340625,-1.2268025875091553,0.0071817465533448,mp-1203203,0.007181746553344803,3.0,sp2-like
mp-567465,2.10802690958333,2.167783260345459,0.0597563507621288,mp-567465,0.05975635076212882,6.0,sp3-like
mp-1213356,-1.88821051031035,-1.8537330627441408,0.0344774475662092,mp-1213356,0.034477447566209074,2.0,sp-like
mp-1212629,-0.317377491064816,-0.2882172167301178,0.0291602743346982,mp-1212629,0.0291602743346982,3.0,sp2-like
mp-570535,-0.234856437948718,-0.2616810500621795,-0.0268246121134615,mp-570535,0.026824612113461516,3.5,sp3-like
mp-8667,-0.600598679583332,-0.601851761341095,-0.0012530817577629,mp-8667,0.0012530817577629527,6.0,sp3-like
mp-652353,-0.038766001108633,-0.0218225568532943,0.0169434442553386,mp-652353,0.0169434442553387,2.0,sp-like
mp-1106263,-0.277989409062499,-0.3053027689456939,-0.0273133598831949,mp-1106263,0.027313359883194888,6.0,sp3-like
mp-1096989,-0.511724911666666,-0.5374640822410583,-0.0257391705743923,mp-1096989,0.025739170574392345,4.0,sp3-like
mp-556223,-1.28387163125,-1.3441054821014404,-0.0602338508514403,mp-556223,0.060233850851440396,2.0,sp-like
mp-1025439,0.278357146336206,0.3301441967487335,0.0517870504125275,mp-1025439,0.05178705041252751,2.0,sp-like
mp-1222682,0.001822359666667,-0.3329069316387176,-0.3347292913053846,mp-1222682,0.3347292913053846,6.0,sp3-like
mp-726274,-1.75063153016667,-1.811277747154236,-0.0606462169875658,mp-726274,0.060646216987566115,3.0,sp2-like
mp-1182437,-1.40491752136364,-1.2113109827041626,0.1936065386594774,mp-1182437,0.1936065386594774,2.0,sp-like
mp-2228404,-1.92282564636116,-1.9228397607803345,-1.4114419174537929e-05,mp-2228404,1.4114419174537929e-05,3.0,sp2-like
mp-1246905,-0.630662252692307,-0.6671419143676758,-0.0364796616753687,mp-1246905,0.03647966167536876,3.0,sp2-like
mp-1106149,0.7824195903125,0.6163528561592102,-0.1660667341532897,mp-1106149,0.16606673415328976,4.0,sp3-like
mp-1200761,-0.191457588098957,-0.227066695690155,-0.035609107591198,mp-1200761,0.03560910759119801,4.0,sp3-like
mp-16975,0.21803635310606,0.1747986376285553,-0.0432377154775047,mp-16975,0.04323771547750471,3.0,sp2-like
mp-1226555,-0.279931265624995,-0.2951885163784027,-0.0152572507534077,mp-1226555,0.015257250753407725,6.0,sp3-like
mp-1213501,-0.88867940166536,-0.9188124537467957,-0.0301330520814356,mp-1213501,0.030133052081435685,3.0,sp2-like
mp-6286,-0.581773555,-0.5333251953125,0.0484483596875,mp-6286,0.04844835968750005,6.0,sp3-like
mp-25082,-0.866200906730767,-0.9076379537582396,-0.0414370470274727,mp-25082,0.04143704702747264,2.0,sp-like
mp-568422,-0.036525504340277,-0.096315823495388,-0.059790319155111,mp-568422,0.059790319155111,2.0,sp-like
mp-1223073,-0.315549207736114,-0.2740506827831268,0.0414985249529871,mp-1223073,0.041498524952987226,6.0,sp3-like
mp-1191449,-2.15863293034091,-2.1440396308898926,0.0145932994510173,mp-1191449,0.014593299451017394,2.0,sp-like
mp-1228833,-0.168918568333333,-0.1656153202056884,0.0033032481276445,mp-1228833,0.003303248127644598,2.0,sp-like
mp-1214386,0.051784377552084,0.0766130313277244,0.0248286537756404,mp-1214386,0.0248286537756404,3.0,sp2-like
mp-736257,1.54156659951515,1.3841923475265503,-0.1573742519885996,mp-736257,0.15737425198859967,2.1666666666666665,sp-like
mp-667273,0.390676338333332,0.2749642133712768,-0.1157121249620551,mp-667273,0.11571212496205519,3.0,sp2-like
mp-569303,0.107412464868419,0.1114743575453758,0.0040618926769568,mp-569303,0.004061892676956794,2.0,sp-like
mp-639826,0.450684779031249,0.479723572731018,0.029038793699769,mp-639826,0.029038793699769028,1.0,sp-like
mp-1079612,0.160189451562499,0.8102943301200867,0.6501048785575877,mp-1079612,0.6501048785575877,1.0,sp-like
mp-1207162,1.010158501,1.2540006637573242,0.2438421627573241,mp-1207162,0.24384216275732418,8.0,sp3-like
mp-1220518,-0.940339145454545,-0.955685019493103,-0.015345874038558,mp-1220518,0.015345874038558027,6.0,sp3-like
mp-1212804,-0.489943201298077,-0.4933980405330658,-0.0034548392349887,mp-1212804,0.0034548392349887935,3.0,sp2-like
mp-29804,-0.059272533,-0.0595605298876762,-0.0002879968876762,mp-29804,0.00028799688767619513,6.0,sp3-like
mp-3346927,-2.26377367358333,-2.282196044921875,-0.0184223713385449,mp-3346927,0.018422371338544963,3.0,sp2-like
mp-1206408,0.946748569206252,1.0216867923736572,0.0749382231674051,mp-1206408,0.07493822316740517,8.0,sp3-like
mp-863728,-0.346240300952381,-0.3465446233749389,-0.0003043224225579,mp-863728,0.0003043224225579011,6.5,sp3-like
mp-1200580,-0.635702073534482,-0.5734715461730957,0.0622305273613863,mp-1200580,0.062230527361386345,3.0,sp2-like
mp-1245921,0.319185772666666,0.336239218711853,0.017053446045187,mp-1245921,0.01705344604518705,2.25,sp-like
mp-1246356,0.158885171515149,0.2042093873023986,0.0453242157872496,mp-1246356,0.0453242157872496,2.0,sp-like
mp-1079286,1.505050804,1.000705599784851,-0.5043452042151488,mp-1079286,0.5043452042151488,3.0,sp2-like
mp-1225588,-0.191367616944443,-0.2012521773576736,-0.0098845604132306,mp-1225588,0.009884560413230603,6.0,sp3-like
mp-754012,-1.71262271754789,-1.7383519411087036,-0.0257292235608135,mp-754012,0.02572922356081353,3.0,sp2-like
mp-1221393,-0.156739689999998,-0.1935745924711227,-0.0368349024711247,mp-1221393,0.0368349024711247,6.0,sp3-like
mp-1221614,1.80065598874138,1.946976900100708,0.146320911359328,mp-1221614,0.146320911359328,0.0,sp-like
mp-6916,-0.528827930999997,-0.5146305561065674,0.0141973748934296,mp-6916,0.014197374893429648,3.0,sp2-like
mp-27249,-1.29794131,-1.3236594200134275,-0.0257181100134278,mp-27249,0.02571811001342761,3.0,sp2-like
mp-770839,-2.09317577733333,-2.113255262374878,-0.0200794850415477,mp-770839,0.020079485041547773,3.0,sp2-like
mp-1199581,0.101935419843749,0.0948319062590599,-0.007103513584689,mp-1199581,0.0071035135846890946,4.0,sp3-like
mp-560961,-0.679546168958334,-0.7238418459892273,-0.0442956770308933,mp-560961,0.04429567703089332,1.6,sp-like
mp-1215108,-0.033126214117644,-0.0617465637624263,-0.0286203496447823,mp-1215108,0.0286203496447823,6.0,sp3-like
mp-1207574,-0.085328140673982,-0.083315908908844,0.002012231765138,mp-1207574,0.0020122317651380117,6.0,sp3-like
mp-1222817,-0.311488925416663,-0.2900474369525909,0.021441488464072,mp-1222817,0.021441488464072123,6.0,sp3-like
mp-3346459,-2.5415666635,-2.306536912918091,0.235029750581909,mp-3346459,0.235029750581909,3.0,sp2-like
mp-1205005,-0.3377931315,-0.262149453163147,0.075643678336853,mp-1205005,0.07564367833685304,3.0,sp2-like
mp-1181157,-1.34928018307353,-1.487517476081848,-0.1382372930083182,mp-1181157,0.138237293008318,2.0,sp-like
mp-504921,-1.859358655,-1.730907917022705,0.128450737977295,mp-504921,0.128450737977295,6.0,sp3-like
