Material,Target_FE,Predicted_FE,material_id,true_eform,pred_eform,abs_error,mean_cn,hybridization
mp-696396,-1.8496531248092647,-1.8590428829193115,mp-696396,-1.8496531248092647,-1.8590428829193115,0.00938975811004683,3.0,sp2-like
mp-1178946,-0.4384539425373077,-0.3185266256332397,mp-1178946,-0.4384539425373077,-0.3185266256332397,0.119927316904068,6.0,sp3-like
mp-1181679,1.009392261505127,0.8420543670654297,mp-1181679,1.009392261505127,0.8420543670654297,0.16733789443969727,2.75,sp2-like
mp-1235617,-2.306542158126831,-2.5136032104492188,mp-1235617,-2.306542158126831,-2.5136032104492188,0.2070610523223877,3.0,sp2-like
mp-1205624,-0.4720322489738464,-0.4742562770843506,mp-1205624,-0.4720322489738464,-0.4742562770843506,0.002224028110504206,6.0,sp3-like
mp-1009071,1.4549496173858645,0.9956512451171876,mp-1009071,1.4549496173858645,0.9956512451171876,0.45929837226867687,2.0,sp-like
mp-569275,-0.3020251989364624,-0.2462239265441894,mp-569275,-0.3020251989364624,-0.2462239265441894,0.055801272392273005,6.0,sp3-like
mp-47,0.1394772231578827,0.1792883872985839,mp-47,0.1394772231578827,0.1792883872985839,0.03981116414070121,4.0,sp3-like
mp-2958,-0.5456053018569946,-0.5036168098449707,mp-2958,-0.5456053018569946,-0.5036168098449707,0.041988492012023926,3.0,sp2-like
mp-752765,-1.9983950853347776,-1.9721949100494385,mp-752765,-1.9983950853347776,-1.9721949100494385,0.026200175285339133,3.0,sp2-like
mp-1245761,0.5009861588478088,-0.349014401435852,mp-1245761,0.5009861588478088,-0.349014401435852,0.8500005602836609,2.0,sp-like
mp-1001606,-0.284732848405838,-0.277090311050415,mp-1001606,-0.284732848405838,-0.277090311050415,0.007642537355423029,7.0,sp3-like
mp-3802,-0.6390506029129028,-0.616085410118103,mp-3802,-0.6390506029129028,-0.616085410118103,0.022965192794799805,6.0,sp3-like
mp-1216537,-0.8328853249549866,-0.8177884817123413,mp-1216537,-0.8328853249549866,-0.8177884817123413,0.015096843242645264,6.0,sp3-like
mp-696210,-0.3856025040149688,-0.1479114294052124,mp-696210,-0.3856025040149688,-0.1479114294052124,0.23769107460975641,2.0,sp-like
mp-1033178,-1.9691768884658811,-1.852392673492432,mp-1033178,-1.9691768884658811,-1.852392673492432,0.11678421497344904,0.0,sp-like
mp-1203749,-0.0864921063184738,0.0905885696411132,mp-1203749,-0.0864921063184738,0.0905885696411132,0.177080675959587,6.0,sp3-like
mp-1182559,-0.875221312046051,-0.9215114712715148,mp-1182559,-0.875221312046051,-0.9215114712715148,0.046290159225463756,2.0,sp-like
mp-1026540,0.1744693368673324,0.2570412158966064,mp-1026540,0.1744693368673324,0.2570412158966064,0.08257187902927399,6.0,sp3-like
mp-638137,0.295762300491333,0.3008942604064941,mp-638137,0.295762300491333,0.3008942604064941,0.005131959915161077,1.0,sp-like
mp-30051,-1.0671014785766602,-1.1360387802124023,mp-30051,-1.0671014785766602,-1.1360387802124023,0.06893730163574219,4.0,sp3-like
mp-760536,-1.299431085586548,-1.3106610774993896,mp-760536,-1.299431085586548,-1.3106610774993896,0.011229991912841575,3.0,sp2-like
mp-555646,-1.7808432579040527,-1.626295804977417,mp-555646,-1.7808432579040527,-1.626295804977417,0.15454745292663574,2.0,sp-like
mp-1035738,-2.6342759132385254,-2.640036106109619,mp-1035738,-2.6342759132385254,-2.640036106109619,0.00576019287109375,6.0,sp3-like
mp-1246444,0.3577827513217926,0.3709006309509277,mp-1246444,0.3577827513217926,0.3709006309509277,0.013117879629135076,2.0,sp-like
mp-1197606,0.4964542686939239,0.4654405117034912,mp-1197606,0.4964542686939239,0.4654405117034912,0.031013756990432684,2.3333333333333335,sp-like
mp-725152,-0.9695192575454712,-0.9351935982704164,mp-725152,-0.9695192575454712,-0.9351935982704164,0.03432565927505482,2.0,sp-like
mp-559788,-0.9473769068717957,-0.5511599779129028,mp-559788,-0.9473769068717957,-0.5511599779129028,0.3962169289588928,2.0,sp-like
mp-571165,-0.0688969492912292,-0.0516464710235595,mp-571165,-0.0688969492912292,-0.0516464710235595,0.017250478267669705,6.0,sp3-like
mp-1245403,0.3796026706695556,0.5453495979309082,mp-1245403,0.3796026706695556,0.5453495979309082,0.1657469272613526,2.25,sp-like
mp-1193869,-0.0249914210289716,0.0091584920883178,mp-1193869,-0.0249914210289716,0.0091584920883178,0.0341499131172894,6.0,sp3-like
mp-1102779,0.1795908659696579,0.1237143278121948,mp-1102779,0.1795908659696579,0.1237143278121948,0.0558765381574631,7.0,sp3-like
mp-1180018,-1.5126302242279053,-1.1429393291473389,mp-1180018,-1.5126302242279053,-1.1429393291473389,0.3696908950805664,2.0,sp-like
mp-757925,-1.1943988800048828,-1.3248475790023804,mp-757925,-1.1943988800048828,-1.3248475790023804,0.13044869899749756,3.0,sp2-like
mp-667495,-0.9409896731376648,-0.9287235140800476,mp-667495,-0.9409896731376648,-0.9287235140800476,0.012266159057617188,1.9583333333333333,sp-like
mp-1197979,-0.7916247248649597,-0.8279832005500793,mp-1197979,-0.7916247248649597,-0.8279832005500793,0.03635847568511963,6.0,sp3-like
mp-1204855,-1.2687029838562012,-1.028606414794922,mp-1204855,-1.2687029838562012,-1.028606414794922,0.24009656906127907,2.0,sp-like
mp-568433,-0.1414750069379806,0.0917575359344482,mp-568433,-0.1414750069379806,0.0917575359344482,0.23323254287242878,2.0,sp-like
mp-1212588,-0.2280460000038147,-0.1670727729797363,mp-1212588,-0.2280460000038147,-0.1670727729797363,0.0609732270240784,3.0,sp2-like
mp-559900,-0.1190597638487815,-0.2904189825057983,mp-559900,-0.1190597638487815,-0.2904189825057983,0.17135921865701678,3.0,sp2-like
mp-562661,-0.9353147149086,-0.7762634754180908,mp-562661,-0.9353147149086,-0.7762634754180908,0.15905123949050914,2.0,sp-like
mp-1189642,0.2514326870441437,-0.0213581323623657,mp-1189642,0.2514326870441437,-0.0213581323623657,0.2727908194065094,6.0,sp3-like
mp-1034502,-2.6322927474975586,-2.64266300201416,mp-1034502,-2.6322927474975586,-2.64266300201416,0.010370254516601562,6.0,sp3-like
mp-758984,-0.1876734644174575,-0.0319510698318481,mp-758984,-0.1876734644174575,-0.0319510698318481,0.15572239458560938,4.0,sp3-like
mp-1198679,-0.106404460966587,-0.0951485633850097,mp-1198679,-0.106404460966587,-0.0951485633850097,0.011255897581577301,3.0,sp2-like
mp-1246013,-0.2324491739273071,-0.2803206443786621,mp-1246013,-0.2324491739273071,-0.2803206443786621,0.04787147045135501,2.0,sp-like
mp-540801,-0.2477933913469314,-0.2901805639266968,mp-540801,-0.2477933913469314,-0.2901805639266968,0.042387172579765375,2.0,sp-like
mp-1184550,0.4431477189064026,0.5867373943328857,mp-1184550,0.4431477189064026,0.5867373943328857,0.14358967542648315,4.0,sp3-like
mp-937760,0.0060562277212738,0.1027567386627197,mp-937760,0.0060562277212738,0.1027567386627197,0.0967005109414459,3.0,sp2-like
mp-8044,-0.6847652196884155,-0.7991794347763062,mp-8044,-0.6847652196884155,-0.7991794347763062,0.11441421508789062,6.0,sp3-like
mp-1105990,-0.7220814228057861,-0.7397749423980713,mp-1105990,-0.7220814228057861,-0.7397749423980713,0.017693519592285156,6.0,sp3-like
mp-1226369,0.1180447489023208,-0.0460256338119506,mp-1226369,0.1180447489023208,-0.0460256338119506,0.1640703827142714,6.0,sp3-like
mp-559653,-2.6841464042663574,-2.710011959075928,mp-559653,-2.6841464042663574,-2.710011959075928,0.025865554809570757,3.0,sp2-like
mp-707412,-0.1251086741685867,-0.0166242122650146,mp-707412,-0.1251086741685867,-0.0166242122650146,0.10848446190357211,1.8,sp-like
mp-1211853,-1.6251258850097656,-1.5309756994247437,mp-1211853,-1.6251258850097656,-1.5309756994247437,0.09415018558502197,2.0,sp-like
mp-1203312,-0.6346511244773865,-0.5365456342697144,mp-1203312,-0.6346511244773865,-0.5365456342697144,0.09810549020767212,6.0,sp3-like
mp-3346808,-2.3273138999938965,-2.517167568206787,mp-3346808,-2.3273138999938965,-2.517167568206787,0.18985366821289062,3.0,sp2-like
mp-569304,0.0090602096170187,0.1043643951416015,mp-569304,0.0090602096170187,0.1043643951416015,0.0953041855245828,0.75,sp-like
mp-571437,-1.201375961303711,-1.1994731426239014,mp-571437,-1.201375961303711,-1.1994731426239014,0.0019028186798095703,6.0,sp3-like
mp-1197268,-0.1808579415082931,-0.2370878458023071,mp-1197268,-0.1808579415082931,-0.2370878458023071,0.056229904294014005,1.3333333333333333,sp-like
mp-1001080,-1.5196205377578735,-1.579684853553772,mp-1001080,-1.5196205377578735,-1.579684853553772,0.06006431579589844,3.0,sp2-like
mp-1173027,-0.7048498392105103,-0.6394227743148804,mp-1173027,-0.7048498392105103,-0.6394227743148804,0.06542706489562988,5.0,sp3-like
mp-1216068,-0.1734668910503387,-0.2191839218139648,mp-1216068,-0.1734668910503387,-0.2191839218139648,0.0457170307636261,6.0,sp3-like
mp-568155,-0.1787032186985016,-0.2005443572998047,mp-568155,-0.1787032186985016,-0.2005443572998047,0.0218411386013031,5.666666666666667,sp3-like
mp-15604,-0.6533817648887634,-0.582443118095398,mp-15604,-0.6533817648887634,-0.582443118095398,0.07093864679336548,3.0,sp2-like
mp-744019,0.0921541154384613,0.1047310829162597,mp-744019,0.0921541154384613,0.1047310829162597,0.012576967477798393,2.6666666666666665,sp2-like
mp-1206310,-0.4058547914028168,-0.3968929052352905,mp-1206310,-0.4058547914028168,-0.3968929052352905,0.008961886167526245,6.0,sp3-like
mp-6191,-0.6142153739929199,-0.5781495571136475,mp-6191,-0.6142153739929199,-0.5781495571136475,0.03606581687927246,2.0,sp-like
mp-6246,-3.2351667881011963,-3.0646185874938965,mp-6246,-3.2351667881011963,-3.0646185874938965,0.1705482006072998,3.0,sp2-like
mp-1223611,-0.1663580387830734,-0.0648064613342285,mp-1223611,-0.1663580387830734,-0.0648064613342285,0.1015515774488449,6.0,sp3-like
mp-763059,-2.044740676879883,-2.1729114055633545,mp-763059,-2.044740676879883,-2.1729114055633545,0.12817072868347168,3.0,sp2-like
mp-541859,-0.497133195400238,-0.433853268623352,mp-541859,-0.497133195400238,-0.433853268623352,0.06327992677688599,5.8,sp3-like
mp-1214358,-1.929126501083374,-2.0229382514953613,mp-1214358,-1.929126501083374,-2.0229382514953613,0.0938117504119873,3.0,sp2-like
mp-1078811,-0.5087964534759521,-0.5248441696166992,mp-1078811,-0.5087964534759521,-0.5248441696166992,0.01604771614074707,6.0,sp3-like
mp-7631,-0.3059388101100921,-0.3549307584762573,mp-7631,-0.3059388101100921,-0.3549307584762573,0.04899194836616522,4.0,sp3-like
mp-1210402,-1.8757861852645876,-1.84194016456604,mp-1210402,-1.8757861852645876,-1.84194016456604,0.033846020698547585,3.0,sp2-like
mp-22263,1.5011903047561646,1.4674177169799805,mp-22263,1.5011903047561646,1.4674177169799805,0.03377258777618408,0.0,sp-like
mp-10706,-0.3774799406528473,-0.2750847339630127,mp-10706,-0.3774799406528473,-0.2750847339630127,0.1023952066898346,6.0,sp3-like
mp-556112,-0.1616613864898681,-0.1907137632369995,mp-556112,-0.1616613864898681,-0.1907137632369995,0.029052376747131403,3.0,sp2-like
mp-648264,-0.9262261986732484,-0.8761267066001892,mp-648264,-0.9262261986732484,-0.8761267066001892,0.05009949207305919,1.9411764705882353,sp-like
mp-1638861,-2.0919435024261475,-2.153677701950073,mp-1638861,-2.0919435024261475,-2.153677701950073,0.06173419952392534,3.0,sp2-like
mp-1210077,-0.3903132081031799,-0.3387538194656372,mp-1210077,-0.3903132081031799,-0.3387538194656372,0.05155938863754267,5.8,sp3-like
mp-667389,-0.909038245677948,-0.942566215991974,mp-667389,-0.909038245677948,-0.942566215991974,0.03352797031402599,2.0,sp-like
mp-1222244,-1.1224595308303833,-1.1325273513793943,mp-1222244,-1.1224595308303833,-1.1325273513793943,0.010067820549011008,2.0,sp-like
mp-647969,-0.7138033509254456,-0.6324979066848755,mp-647969,-0.7138033509254456,-0.6324979066848755,0.08130544424057007,2.0,sp-like
mp-1014333,0.6605270504951477,0.7698793411254883,mp-1014333,0.6605270504951477,0.7698793411254883,0.10935229063034058,2.6666666666666665,sp2-like
mp-1314097,-1.937746524810791,-1.9553015232086184,mp-1314097,-1.937746524810791,-1.9553015232086184,0.01755499839782737,3.0,sp2-like
mp-1218094,-0.3805271089076996,-0.3707412481307983,mp-1218094,-0.3805271089076996,-0.3707412481307983,0.0097858607769013,6.0,sp3-like
mp-1226575,0.0375824123620986,0.1354368925094604,mp-1226575,0.0375824123620986,0.1354368925094604,0.0978544801473618,6.0,sp3-like
mp-13589,0.0762280747294426,0.1014561653137207,mp-13589,0.0762280747294426,0.1014561653137207,0.025228090584278107,2.0,sp-like
mp-1197681,-0.1829880475997924,-0.1323825120925903,mp-1197681,-0.1829880475997924,-0.1323825120925903,0.05060553550720209,3.0,sp2-like
mp-1220415,0.292302668094635,0.1476222276687622,mp-1220415,0.292302668094635,0.1476222276687622,0.1446804404258728,5.25,sp3-like
mp-1214051,-2.8926568031311035,-3.0200915336608887,mp-1214051,-2.8926568031311035,-3.0200915336608887,0.12743473052978516,3.0,sp2-like
mp-729390,0.1475369930267334,0.2208640575408935,mp-729390,0.1475369930267334,0.2208640575408935,0.0733270645141601,1.8333333333333333,sp-like
mp-726128,0.6441442370414734,0.3648891448974609,mp-726128,0.6441442370414734,0.3648891448974609,0.2792550921440125,1.0,sp-like
mp-1199472,-1.0201663970947266,-0.9755215644836426,mp-1199472,-1.0201663970947266,-0.9755215644836426,0.044644832611083984,2.5,sp2-like
mp-606949,0.006065369118005,0.1043657064437866,mp-606949,0.006065369118005,0.1043657064437866,0.0983003373257816,2.0,sp-like
mp-1214378,0.2817760407924652,0.4682743549346924,mp-1214378,0.2817760407924652,0.4682743549346924,0.18649831414222717,3.0,sp2-like
mp-1227086,0.2617869973182678,-0.0302685499191284,mp-1227086,0.2617869973182678,-0.0302685499191284,0.29205554723739624,4.0,sp3-like
mp-645346,-0.2607253193855285,-0.2200965881347656,mp-645346,-0.2607253193855285,-0.2200965881347656,0.04062873125076291,2.0,sp-like
mp-644272,0.2002291977405548,0.2428573369979858,mp-644272,0.2002291977405548,0.2428573369979858,0.042628139257431,2.0,sp-like
mp-1195390,-0.6267312169075012,-0.5587307214736938,mp-1195390,-0.6267312169075012,-0.5587307214736938,0.06800049543380737,2.272727272727273,sp-like
mp-1245734,0.2552910149097442,0.3667285442352295,mp-1245734,0.2552910149097442,0.3667285442352295,0.11143752932548529,2.25,sp-like
mp-1197876,-1.2842780351638794,-1.028308391571045,mp-1197876,-1.2842780351638794,-1.028308391571045,0.2559696435928345,2.0,sp-like
mp-541989,-0.6076211333274841,-0.657795786857605,mp-541989,-0.6076211333274841,-0.657795786857605,0.05017465353012085,2.0,sp-like
mp-1026737,0.3564122021198272,0.3224895000457763,mp-1026737,0.3564122021198272,0.3224895000457763,0.0339227020740509,2.0,sp-like
mp-1205404,-0.340440422296524,-0.2764884233474731,mp-1205404,-0.340440422296524,-0.2764884233474731,0.0639519989490509,2.0,sp-like
mp-1037463,-2.8334102630615234,-2.835639953613281,mp-1037463,-2.8334102630615234,-2.835639953613281,0.0022296905517573684,6.0,sp3-like
mp-1223850,-1.627827763557434,-1.6315580606460571,mp-1223850,-1.627827763557434,-1.6315580606460571,0.003730297088623047,6.0,sp3-like
mp-1200885,-0.2627356648445129,-0.2907626628875732,mp-1200885,-0.2627356648445129,-0.2907626628875732,0.028026998043060303,5.285714285714286,sp3-like
mp-1219302,-0.2535821795463562,-0.1806018352508545,mp-1219302,-0.2535821795463562,-0.1806018352508545,0.07298034429550171,6.0,sp3-like
mp-1072492,0.0796982049942016,0.1489567756652832,mp-1072492,0.0796982049942016,0.1489567756652832,0.0692585706710816,5.5,sp3-like
mp-1196807,0.8074393272399902,0.4219720363616943,mp-1196807,0.8074393272399902,0.4219720363616943,0.38546729087829595,1.0,sp-like
mp-1191659,-0.5016335844993591,-0.0748200416564941,mp-1191659,-0.5016335844993591,-0.0748200416564941,0.42681354284286505,2.0,sp-like
mp-695863,-0.6738876700401306,-0.8683388829231262,mp-695863,-0.6738876700401306,-0.8683388829231262,0.1944512128829956,3.0,sp2-like
mp-728536,-0.1336457431316375,-0.3057280778884887,mp-728536,-0.1336457431316375,-0.3057280778884887,0.17208233475685122,3.0,sp2-like
mp-1199064,1.4364447593688965,1.30359148979187,mp-1199064,1.4364447593688965,1.30359148979187,0.1328532695770266,2.0,sp-like
mp-558543,-2.2530224323272705,-2.133764743804932,mp-558543,-2.2530224323272705,-2.133764743804932,0.11925768852233842,2.0,sp-like
mp-1368835,1.0489498376846311,1.0091564655303955,mp-1368835,1.0489498376846311,1.0091564655303955,0.03979337215423562,2.0,sp-like
mp-1203259,-0.4295853972434997,-0.3754422664642334,mp-1203259,-0.4295853972434997,-0.3754422664642334,0.0541431307792663,3.0,sp2-like
mp-1204205,1.0836552381515503,1.191519260406494,mp-1204205,1.0836552381515503,1.191519260406494,0.10786402225494363,2.0,sp-like
mp-1173800,-1.3776371479034424,-1.1438356637954712,mp-1173800,-1.3776371479034424,-1.1438356637954712,0.2338014841079712,3.0,sp2-like
mp-19893,-1.8087626695632932,-1.7488257884979248,mp-19893,-1.8087626695632932,-1.7488257884979248,0.05993688106536843,3.0,sp2-like
mp-1018048,-0.2527042031288147,-0.2866601943969726,mp-1018048,-0.2527042031288147,-0.2866601943969726,0.033955991268157903,7.0,sp3-like
mp-19855,-0.0979919284582138,-0.0671132802963256,mp-19855,-0.0979919284582138,-0.0671132802963256,0.030878648161888206,6.0,sp3-like
mp-650140,-0.8085408210754395,-0.7091967463493347,mp-650140,-0.8085408210754395,-0.7091967463493347,0.09934407472610474,2.0,sp-like
mp-758175,-2.0256409645080566,-2.1210386753082275,mp-758175,-2.0256409645080566,-2.1210386753082275,0.0953977108001709,3.0,sp2-like
mp-1065540,2.645108222961426,3.200139045715332,mp-1065540,2.645108222961426,3.200139045715332,0.5550308227539062,4.0,sp3-like
mp-1245820,0.1251784116029739,0.0731443166732788,mp-1245820,0.1251784116029739,0.0731443166732788,0.052034094929695116,4.0,sp3-like
mp-1106080,-0.7220327258110046,-0.5879377126693726,mp-1106080,-0.7220327258110046,-0.5879377126693726,0.13409501314163208,1.0,sp-like
mp-35751,0.1218933910131454,0.2197601795196533,mp-35751,0.1218933910131454,0.2197601795196533,0.09786678850650789,2.0,sp-like
mp-1196323,-1.465557336807251,-1.3744902610778809,mp-1196323,-1.465557336807251,-1.3744902610778809,0.09106707572937012,2.0,sp-like
mp-621927,-0.9629051685333252,-0.8883615136146545,mp-621927,-0.9629051685333252,-0.8883615136146545,0.07454365491867065,1.9,sp-like
mp-1106263,-0.2779894173145294,-0.2866988182067871,mp-1106263,-0.2779894173145294,-0.2866988182067871,0.00870940089225769,6.0,sp3-like
mp-1215358,-0.7869911789894104,-0.8685097694396973,mp-1215358,-0.7869911789894104,-0.8685097694396973,0.08151859045028687,6.0,sp3-like
mp-1199394,-0.1968041062355041,-0.1320739984512329,mp-1199394,-0.1968041062355041,-0.1320739984512329,0.06473010778427118,4.0,sp3-like
mp-1096993,-0.9257439374923706,-1.03795325756073,mp-1096993,-0.9257439374923706,-1.03795325756073,0.11220932006835938,6.0,sp3-like
mp-1212319,-0.2978068888187408,-0.1567689180374145,mp-1212319,-0.2978068888187408,-0.1567689180374145,0.1410379707813263,2.0,sp-like
mp-1036912,-2.80225157737732,-2.8198940753936768,mp-1036912,-2.80225157737732,-2.8198940753936768,0.017642498016356978,6.0,sp3-like
mp-1208136,-1.260208249092102,-1.1965711116790771,mp-1208136,-1.260208249092102,-1.1965711116790771,0.0636371374130249,1.0,sp-like
mp-1198772,-1.030368447303772,-0.8893945813179016,mp-1198772,-1.030368447303772,-0.8893945813179016,0.14097386598587036,2.0,sp-like
mp-558658,-2.446976900100708,-2.511893510818481,mp-558658,-2.446976900100708,-2.511893510818481,0.064916610717773,2.0,sp-like
mp-1206533,-0.4340755045413971,-0.4098600149154663,mp-1206533,-0.4340755045413971,-0.4098600149154663,0.024215489625930786,6.0,sp3-like
mp-1216723,-0.4595894515514374,-0.2664110660552978,mp-1216723,-0.4595894515514374,-0.2664110660552978,0.19317838549613958,5.4,sp3-like
mp-1104026,-0.0353767909109592,-0.0134955644607543,mp-1104026,-0.0353767909109592,-0.0134955644607543,0.0218812264502049,4.0,sp3-like
mp-1021726,0.6535800695419312,0.6643753051757812,mp-1021726,0.6535800695419312,0.6643753051757812,0.010795235633850098,6.0,sp3-like
mp-560574,0.1122038960456848,0.2935202121734619,mp-560574,0.1122038960456848,0.2935202121734619,0.1813163161277771,2.0,sp-like
mp-1098744,-2.8387253284454346,-2.814696311950684,mp-1098744,-2.8387253284454346,-2.814696311950684,0.024029016494750532,6.0,sp3-like
mp-2647048,-0.4698025286197662,-0.9004743099212646,mp-2647048,-0.4698025286197662,-0.9004743099212646,0.43067178130149847,6.0,sp3-like
mp-1199784,-1.071235179901123,-0.8532742857933044,mp-1199784,-1.071235179901123,-0.8532742857933044,0.2179608941078186,2.6666666666666665,sp2-like
mp-1104250,-0.2857910096645355,-0.2894848585128784,mp-1104250,-0.2857910096645355,-0.2894848585128784,0.0036938488483428955,5.5,sp3-like
mp-1214207,-0.1550311893224716,-0.0388720035552978,mp-1214207,-0.1550311893224716,-0.0388720035552978,0.1161591857671738,4.0,sp3-like
