file_name,predicted_energy_per_atom,formation_energy_per_atom,material_id,true_eform,pred_eform,abs_error,mean_cn,hybridization
mp-1001606.cif,-0.6053227186203003,-0.284732848405838,mp-1001606,-0.284732848405838,-0.6053227186203003,0.3205898702144623,7.0,sp3-like
mp-1103616.cif,2.085411787033081,1.8053505420684812,mp-1103616,1.8053505420684812,2.085411787033081,0.28006124496459983,2.0,sp-like
mp-567492.cif,-0.3471603393554687,-0.3485240936279297,mp-567492,-0.3485240936279297,-0.3471603393554687,0.001363754272460993,6.0,sp3-like
mp-648264.cif,-0.753078818321228,-0.9262261986732484,mp-648264,-0.9262261986732484,-0.753078818321228,0.17314738035202037,1.9411764705882353,sp-like
mp-995219.cif,-0.3819133341312408,-0.4495340883731842,mp-995219,-0.4495340883731842,-0.3819133341312408,0.06762075424194341,3.0,sp2-like
mp-759318.cif,-1.577111840248108,-1.4661036729812622,mp-759318,-1.4661036729812622,-1.577111840248108,0.1110081672668457,2.0,sp-like
mp-1214506.cif,0.3675394058227539,0.1240294203162193,mp-1214506,0.1240294203162193,0.3675394058227539,0.2435099855065346,3.4,sp2-like
mp-1189096.cif,-0.1586270183324813,-0.2075374126434326,mp-1189096,-0.2075374126434326,-0.1586270183324813,0.04891039431095129,4.0,sp3-like
mp-1220750.cif,-0.5447841882705688,-0.5342615246772766,mp-1220750,-0.5342615246772766,-0.5447841882705688,0.010522663593292236,6.0,sp3-like
mp-562018.cif,-1.249197244644165,-1.1905142068862915,mp-562018,-1.1905142068862915,-1.249197244644165,0.058683037757873535,1.0,sp-like
mp-555541.cif,-0.467978835105896,-0.8559482097625732,mp-555541,-0.8559482097625732,-0.467978835105896,0.38796937465667725,3.0,sp2-like
mp-1203490.cif,0.2616904079914093,0.2905040383338928,mp-1203490,0.2905040383338928,0.2616904079914093,0.02881363034248352,3.0,sp2-like
mp-558982.cif,-1.416885256767273,-1.5708266496658323,mp-558982,-1.5708266496658323,-1.416885256767273,0.15394139289855935,2.5,sp2-like
mp-29536.cif,-0.8865228295326233,-0.7373676300048828,mp-29536,-0.7373676300048828,-0.8865228295326233,0.14915519952774048,4.0,sp3-like
mp-1220685.cif,-0.2939975559711456,-0.1566918194293975,mp-1220685,-0.1566918194293975,-0.2939975559711456,0.13730573654174807,6.0,sp3-like
mp-546920.cif,-1.1874185800552368,-1.3510574102401731,mp-546920,-1.3510574102401731,-1.1874185800552368,0.1636388301849363,1.0,sp-like
mp-1105327.cif,-0.2860203981399536,-0.2431620061397552,mp-1105327,-0.2431620061397552,-0.2860203981399536,0.04285839200019842,6.0,sp3-like
mp-722912.cif,-0.8598589301109314,-0.5499298572540283,mp-722912,-0.5499298572540283,-0.8598589301109314,0.3099290728569031,6.0,sp3-like
mp-1040064.cif,-2.990422248840332,-2.842915773391724,mp-1040064,-2.842915773391724,-2.990422248840332,0.14750647544860795,6.0,sp3-like
mp-1183026.cif,1.6110037565231323,1.118459701538086,mp-1183026,1.118459701538086,1.6110037565231323,0.4925440549850464,3.0,sp2-like
mp-1180014.cif,-0.4795026779174804,-0.4333176016807556,mp-1180014,-0.4333176016807556,-0.4795026779174804,0.0461850762367248,1.9473684210526316,sp-like
mp-1212744.cif,0.3788982331752777,0.8050850629806519,mp-1212744,0.8050850629806519,0.3788982331752777,0.42618682980537415,6.0,sp3-like
mp-1181428.cif,-0.5648769736289978,-0.4000413715839386,mp-1181428,-0.4000413715839386,-0.5648769736289978,0.1648356020450592,6.0,sp3-like
mp-1194133.cif,-0.0789360404014587,-0.3408457040786743,mp-1194133,-0.3408457040786743,-0.0789360404014587,0.26190966367721563,2.0,sp-like
mp-1219074.cif,-0.4767482578754425,-0.3357242941856384,mp-1219074,-0.3357242941856384,-0.4767482578754425,0.14102396368980408,6.0,sp3-like
mp-754005.cif,-2.221435308456421,-2.038062334060669,mp-754005,-2.038062334060669,-2.221435308456421,0.18337297439575195,2.0,sp-like
mp-20661.cif,-0.9093412160873412,-0.6623352766036987,mp-20661,-0.6623352766036987,-0.9093412160873412,0.24700593948364247,6.0,sp3-like
mp-758565.cif,-1.9451079368591309,-1.893531322479248,mp-758565,-1.893531322479248,-1.9451079368591309,0.05157661437988281,3.0,sp2-like
mp-9812.cif,-2.01366925239563,-1.8220148086547847,mp-9812,-1.8220148086547847,-2.01366925239563,0.19165444374084517,3.0,sp2-like
mp-1199463.cif,-0.9474307894706726,-0.8988540172576904,mp-1199463,-0.8988540172576904,-0.9474307894706726,0.04857677221298218,2.0833333333333335,sp-like
mp-1102227.cif,-1.5887792110443115,-1.751911759376526,mp-1102227,-1.751911759376526,-1.5887792110443115,0.16313254833221458,2.0,sp-like
mp-707110.cif,-0.8559027314186096,-0.7078181505203247,mp-707110,-0.7078181505203247,-0.8559027314186096,0.1480845808982849,2.0,sp-like
mp-4798.cif,-0.717258870601654,-0.5009983777999878,mp-4798,-0.5009983777999878,-0.717258870601654,0.21626049280166626,5.666666666666667,sp3-like
mp-1098744.cif,-2.9089479446411133,-2.8387253284454346,mp-1098744,-2.8387253284454346,-2.9089479446411133,0.07022261619567871,6.0,sp3-like
mp-1216474.cif,-0.5877910256385803,-0.4951026141643524,mp-1216474,-0.4951026141643524,-0.5877910256385803,0.0926884114742279,6.0,sp3-like
mp-1568135.cif,-2.020937204360962,-1.9989787340164185,mp-1568135,-1.9989787340164185,-2.020937204360962,0.021958470344543457,3.0,sp2-like
mp-1214172.cif,-0.7528865933418274,-0.8020395040512085,mp-1214172,-0.8020395040512085,-0.7528865933418274,0.049152910709381104,1.0,sp-like
mp-1018048.cif,-0.4716648459434509,-0.2527042031288147,mp-1018048,-0.2527042031288147,-0.4716648459434509,0.21896064281463623,7.0,sp3-like
mp-4249.cif,-1.1628687381744385,-1.2651244401931765,mp-4249,-1.2651244401931765,-1.1628687381744385,0.10225570201873802,2.0,sp-like
mp-554085.cif,-1.81514573097229,-1.6282973289489746,mp-554085,-1.6282973289489746,-1.81514573097229,0.18684840202331543,3.0,sp2-like
mp-2647048.cif,-0.5025373101234436,-0.4698025286197662,mp-2647048,-0.4698025286197662,-0.5025373101234436,0.032734781503677424,6.0,sp3-like
mp-1095030.cif,0.2162680923938751,0.2613164186477661,mp-1095030,0.2613164186477661,0.2162680923938751,0.04504832625389102,4.0,sp3-like
mp-573743.cif,-1.7647206783294678,-1.3865419626235962,mp-573743,-1.3865419626235962,-1.7647206783294678,0.3781787157058716,6.0,sp3-like
mp-1201793.cif,-0.2947581112384796,-0.1997922509908676,mp-1201793,-0.1997922509908676,-0.2947581112384796,0.09496586024761203,4.0,sp3-like
mp-638236.cif,-1.1370291709899902,-1.0883389711380005,mp-638236,-1.0883389711380005,-1.1370291709899902,0.048690199851989746,2.0,sp-like
mp-1207824.cif,-0.6319615840911865,-0.3320797085762024,mp-1207824,-0.3320797085762024,-0.6319615840911865,0.29988187551498413,5.8,sp3-like
mp-6188.cif,-0.9138939380645752,-0.5651810169219971,mp-6188,-0.5651810169219971,-0.9138939380645752,0.3487129211425781,6.0,sp3-like
mp-1077889.cif,1.137623310089111,1.2932254076004028,mp-1077889,1.2932254076004028,1.137623310089111,0.15560209751129173,3.5,sp3-like
mp-5439.cif,0.0862082540988922,-0.2261038720607757,mp-5439,-0.2261038720607757,0.0862082540988922,0.3123121261596679,6.8,sp3-like
mp-698476.cif,-0.29904505610466,-0.3232896625995636,mp-698476,-0.3232896625995636,-0.29904505610466,0.02424460649490362,3.0,sp2-like
mp-568924.cif,-0.8234302401542664,-0.564958930015564,mp-568924,-0.564958930015564,-0.8234302401542664,0.2584713101387024,2.0,sp-like
mp-1224932.cif,-0.1728799045085907,-0.0887526795268058,mp-1224932,-0.0887526795268058,-0.1728799045085907,0.0841272249817849,6.0,sp3-like
mp-1273900.cif,-1.8778215646743772,-1.746461033821106,mp-1273900,-1.746461033821106,-1.8778215646743772,0.13136053085327126,3.0,sp2-like
mp-621092.cif,0.1590559482574463,0.0383703112602233,mp-621092,0.0383703112602233,0.1590559482574463,0.12068563699722298,2.0,sp-like
mp-1196266.cif,-0.3158064782619476,-0.1401351392269134,mp-1196266,-0.1401351392269134,-0.3158064782619476,0.17567133903503418,4.0,sp3-like
mp-557143.cif,-1.6080121994018557,-1.4833446741104126,mp-557143,-1.4833446741104126,-1.6080121994018557,0.1246675252914431,3.0,sp2-like
mp-995201.cif,-1.1024569272994995,-0.8566720485687256,mp-995201,-0.8566720485687256,-1.1024569272994995,0.24578487873077393,6.0,sp3-like
mp-1008523.cif,0.2165856510400772,0.2876161336898803,mp-1008523,0.2876161336898803,0.2165856510400772,0.0710304826498031,4.0,sp3-like
mp-1202609.cif,-0.4542600512504577,-0.3339638710021972,mp-1202609,-0.3339638710021972,-0.4542600512504577,0.1202961802482605,4.0,sp3-like
mp-3347222.cif,-0.0016813706606626,-0.0239705499261617,mp-3347222,-0.0239705499261617,-0.0016813706606626,0.0222891792654991,3.0,sp2-like
mp-7024.cif,-0.5411461591720581,-0.4122985899448395,mp-7024,-0.4122985899448395,-0.5411461591720581,0.12884756922721863,5.0,sp3-like
mp-1205180.cif,-0.7240236401557922,-0.5446521043777466,mp-1205180,-0.5446521043777466,-0.7240236401557922,0.17937153577804565,6.0,sp3-like
mp-998894.cif,0.2363556176424026,0.5168733596801758,mp-998894,0.5168733596801758,0.2363556176424026,0.2805177420377732,4.0,sp3-like
mp-1199462.cif,-1.2011981010437012,-1.0833033323287964,mp-1199462,-1.0833033323287964,-1.2011981010437012,0.11789476871490479,2.0,sp-like
mp-723.cif,0.0368062257766723,-0.070768304169178,mp-723,-0.070768304169178,0.0368062257766723,0.10757452994585029,8.0,sp3-like
mp-558539.cif,-2.3975818157196045,-2.453567743301392,mp-558539,-2.453567743301392,-2.3975818157196045,0.05598592758178755,3.0,sp2-like
mp-619791.cif,-2.534616231918335,-2.3007736206054688,mp-619791,-2.3007736206054688,-2.534616231918335,0.2338426113128662,5.0,sp3-like
mp-1204728.cif,-0.4508385360240936,-0.3131855726242065,mp-1204728,-0.3131855726242065,-0.4508385360240936,0.13765296339988708,6.333333333333333,sp3-like
mp-1228977.cif,0.0517284646630287,0.3289889991283417,mp-1228977,0.3289889991283417,0.0517284646630287,0.27726053446531296,6.0,sp3-like
mp-1080835.cif,-0.6426302790641785,-0.5695347189903259,mp-1080835,-0.5695347189903259,-0.6426302790641785,0.07309556007385254,6.0,sp3-like
mp-558250.cif,-1.138962745666504,-1.0664256811141968,mp-558250,-1.0664256811141968,-1.138962745666504,0.07253706455230713,3.0,sp2-like
mp-1177806.cif,-2.450111389160156,-2.287785768508911,mp-1177806,-2.287785768508911,-2.450111389160156,0.16232562065124467,3.0,sp2-like
mp-1105650.cif,-0.2280129045248031,0.8157196640968323,mp-1105650,0.8157196640968323,-0.2280129045248031,1.0437325686216354,1.0,sp-like
mp-1200737.cif,0.315209686756134,0.8358655571937561,mp-1200737,0.8358655571937561,0.315209686756134,0.5206558704376221,2.25,sp-like
mp-21313.cif,-0.1961257606744766,-0.119667500257492,mp-21313,-0.119667500257492,-0.1961257606744766,0.0764582604169846,6.0,sp3-like
mp-1009878.cif,-0.0093361120671033,0.205763503909111,mp-1009878,0.205763503909111,-0.0093361120671033,0.2150996159762143,8.0,sp3-like
mp-761898.cif,-0.1690477281808853,-0.0539181642234325,mp-761898,-0.0539181642234325,-0.1690477281808853,0.11512956395745279,3.0,sp2-like
mp-1246784.cif,0.5224114656448364,0.3873469829559326,mp-1246784,0.3873469829559326,0.5224114656448364,0.1350644826889038,2.0,sp-like
mp-22120.cif,-0.6899790167808533,-0.4758419096469879,mp-22120,-0.4758419096469879,-0.6899790167808533,0.21413710713386536,6.0,sp3-like
mp-10185.cif,0.2183489352464676,0.1932562440633773,mp-10185,0.1932562440633773,0.2183489352464676,0.025092691183090293,6.0,sp3-like
mp-35327.cif,0.4932390749454498,-0.1352128684520721,mp-35327,-0.1352128684520721,0.4932390749454498,0.6284519433975219,2.0,sp-like
mp-1203312.cif,-0.6126305460929871,-0.6346511244773865,mp-1203312,-0.6346511244773865,-0.6126305460929871,0.022020578384399414,6.0,sp3-like
mp-644101.cif,-0.3708025813102722,-0.3176439702510834,mp-644101,-0.3176439702510834,-0.3708025813102722,0.05315861105918884,4.0,sp3-like
mp-1202855.cif,0.7960261702537537,0.8766387104988098,mp-1202855,0.8766387104988098,0.7960261702537537,0.08061254024505615,2.1,sp-like
mp-1180198.cif,-1.5946552753448486,-1.5275484323501587,mp-1180198,-1.5275484323501587,-1.5946552753448486,0.06710684299468994,2.0,sp-like
mp-1201037.cif,0.0081304777413606,0.0157887656241655,mp-1201037,0.0157887656241655,0.0081304777413606,0.0076582878828049,3.0,sp2-like
mp-1188244.cif,-0.8395993113517761,-0.4718287885189056,mp-1188244,-0.4718287885189056,-0.8395993113517761,0.36777052283287054,6.0,sp3-like
mp-766019.cif,-1.8953988552093504,-1.920326828956604,mp-766019,-1.920326828956604,-1.8953988552093504,0.02492797374725364,3.0,sp2-like
mp-760509.cif,-1.7946829795837402,-1.600897192955017,mp-760509,-1.600897192955017,-1.7946829795837402,0.19378578662872314,3.0,sp2-like
mp-1206001.cif,-0.6619749665260315,-0.4871687293052673,mp-1206001,-0.4871687293052673,-0.6619749665260315,0.17480623722076422,6.0,sp3-like
mp-29357.cif,-2.1841864585876465,-1.999984860420227,mp-29357,-1.999984860420227,-2.1841864585876465,0.18420159816741943,6.0,sp3-like
mp-1034077.cif,-2.605431079864502,-2.4532387256622314,mp-1034077,-2.4532387256622314,-2.605431079864502,0.1521923542022705,6.0,sp3-like
mp-1215592.cif,-1.89153516292572,-1.551848292350769,mp-1215592,-1.551848292350769,-1.89153516292572,0.33968687057495095,6.0,sp3-like
mp-985572.cif,-1.536184787750244,-1.4983421564102173,mp-985572,-1.4983421564102173,-1.536184787750244,0.03784263134002663,2.0,sp-like
mp-7167.cif,-0.6357033252716064,-0.4322063624858856,mp-7167,-0.4322063624858856,-0.6357033252716064,0.20349696278572083,6.0,sp3-like
mp-1209054.cif,-0.4006868302822113,-0.4334935843944549,mp-1209054,-0.4334935843944549,-0.4006868302822113,0.0328067541122436,5.8,sp3-like
mp-1207084.cif,-0.2068520784378051,-0.1752284318208694,mp-1207084,-0.1752284318208694,-0.2068520784378051,0.0316236466169357,6.0,sp3-like
mp-765146.cif,-2.2481894493103027,-2.147097110748291,mp-765146,-2.147097110748291,-2.2481894493103027,0.10109233856201172,3.0,sp2-like
mp-1033459.cif,-2.5399744510650635,-2.199185371398926,mp-1033459,-2.199185371398926,-2.5399744510650635,0.3407890796661377,4.0,sp3-like
mp-697242.cif,-0.5334634780883789,-0.5577684640884399,mp-697242,-0.5577684640884399,-0.5334634780883789,0.024304986000061035,2.5,sp2-like
mp-23733.cif,-1.302584886550903,-1.3357378244400024,mp-23733,-1.3357378244400024,-1.302584886550903,0.03315293788909934,3.0,sp2-like
mp-1016428.cif,0.2840960025787353,0.3998675942420959,mp-1016428,0.3998675942420959,0.2840960025787353,0.1157715916633606,6.0,sp3-like
mp-1196720.cif,-1.457771062850952,-1.5689852237701416,mp-1196720,-1.5689852237701416,-1.457771062850952,0.11121416091918968,2.0,sp-like
mp-1290535.cif,-1.8974618911743164,-1.8449472188949585,mp-1290535,-1.8449472188949585,-1.8974618911743164,0.05251467227935791,3.0,sp2-like
mp-20495.cif,-2.0028889179229736,-2.0387985706329346,mp-20495,-2.0387985706329346,-2.0028889179229736,0.03590965270996094,3.0,sp2-like
mp-762225.cif,-2.5039632320404053,-2.6695423126220703,mp-762225,-2.6695423126220703,-2.5039632320404053,0.16557908058166504,3.0,sp2-like
mp-1245492.cif,-0.0686007738113403,0.2188086509704589,mp-1245492,0.2188086509704589,-0.0686007738113403,0.2874094247817992,2.0,sp-like
mp-15607.cif,-0.4471170008182525,-0.2845703363418579,mp-15607,-0.2845703363418579,-0.4471170008182525,0.1625466644763946,3.0,sp2-like
mp-1079313.cif,-0.6656528115272522,-0.4726186096668243,mp-1079313,-0.4726186096668243,-0.6656528115272522,0.1930342018604279,6.0,sp3-like
mp-568116.cif,-1.2502564191818235,-0.9862497448921204,mp-568116,-0.9862497448921204,-1.2502564191818235,0.26400667428970315,2.0,sp-like
mp-1209204.cif,-1.6276650428771973,-1.2665026187896729,mp-1209204,-1.2665026187896729,-1.6276650428771973,0.3611624240875244,6.0,sp3-like
mp-568966.cif,-0.5854284167289734,-0.4937664270401001,mp-568966,-0.4937664270401001,-0.5854284167289734,0.09166198968887329,3.6,sp3-like
mp-28826.cif,-0.3269044160842895,-0.3275535702705383,mp-28826,-0.3275535702705383,-0.3269044160842895,0.0006491541862487793,6.5,sp3-like
mp-1179087.cif,0.4095758497714996,0.2353333830833435,mp-1179087,0.2353333830833435,0.4095758497714996,0.17424246668815607,3.0,sp2-like
mp-1078325.cif,-0.2344400286674499,0.1475736498832702,mp-1078325,0.1475736498832702,-0.2344400286674499,0.3820136785507201,6.0,sp3-like
mp-29982.cif,-0.8679530024528503,-0.6925912499427795,mp-29982,-0.6925912499427795,-0.8679530024528503,0.1753617525100708,6.0,sp3-like
mp-1246742.cif,0.2853487133979797,0.3996569216251373,mp-1246742,0.3996569216251373,0.2853487133979797,0.11430820822715759,2.0,sp-like
mp-556573.cif,-1.6217941045761108,-1.580231785774231,mp-556573,-1.580231785774231,-1.6217941045761108,0.04156231880187988,2.0,sp-like
mp-640748.cif,-0.8774431347846985,-0.964558482170105,mp-640748,-0.964558482170105,-0.8774431347846985,0.0871153473854065,2.0,sp-like
mp-1193557.cif,-0.8140066266059875,-0.8093605041503906,mp-1193557,-0.8093605041503906,-0.8140066266059875,0.004646122455596924,4.0,sp3-like
mp-1181830.cif,-1.8737367391586304,-1.4823004007339478,mp-1181830,-1.4823004007339478,-1.8737367391586304,0.3914363384246826,1.75,sp-like
mp-647169.cif,-0.0244529079645872,-0.2256782501935959,mp-647169,-0.2256782501935959,-0.0244529079645872,0.20122534222900867,2.4,sp-like
mp-725922.cif,-0.5697844624519348,-0.8647864460945129,mp-725922,-0.8647864460945129,-0.5697844624519348,0.2950019836425781,2.0,sp-like
mp-753598.cif,-2.266427755355835,-2.129866600036621,mp-753598,-2.129866600036621,-2.266427755355835,0.13656115531921387,3.0,sp2-like
mp-5051.cif,-0.5907154679298401,-0.3588587343692779,mp-5051,-0.3588587343692779,-0.5907154679298401,0.2318567335605622,6.0,sp3-like
mp-1194607.cif,-1.3723697662353516,-1.1644395589828491,mp-1194607,-1.1644395589828491,-1.3723697662353516,0.20793020725250244,2.0,sp-like
mp-555646.cif,-1.9649931192398071,-1.7808432579040527,mp-555646,-1.7808432579040527,-1.9649931192398071,0.1841498613357544,2.0,sp-like
mp-10600.cif,-0.3822260797023773,-0.2830682694911957,mp-10600,-0.2830682694911957,-0.3822260797023773,0.09915781021118164,6.0,sp3-like
mp-1194394.cif,-1.5969207286834717,-1.360791563987732,mp-1194394,-1.360791563987732,-1.5969207286834717,0.23612916469573975,3.0,sp2-like
mp-1245820.cif,0.2669098079204559,0.1251784116029739,mp-1245820,0.1251784116029739,0.2669098079204559,0.14173139631748197,4.0,sp3-like
mp-1228936.cif,0.2716634571552276,0.5404917597770691,mp-1228936,0.5404917597770691,0.2716634571552276,0.2688283026218415,6.0,sp3-like
mp-1181049.cif,-1.113151788711548,-0.9026941657066344,mp-1181049,-0.9026941657066344,-1.113151788711548,0.21045762300491366,2.0,sp-like
mp-1204402.cif,-0.7728878855705261,-0.7149645090103149,mp-1204402,-0.7149645090103149,-0.7728878855705261,0.05792337656021118,2.0,sp-like
mp-1036823.cif,-2.803960084915161,-2.8199174404144287,mp-1036823,-2.8199174404144287,-2.803960084915161,0.015957355499267578,6.0,sp3-like
mp-757660.cif,-1.8879315853118896,-1.8166595697402956,mp-757660,-1.8166595697402956,-1.8879315853118896,0.07127201557159402,3.0,sp2-like
mp-1192593.cif,-0.2051314413547516,-0.0682960748672485,mp-1192593,-0.0682960748672485,-0.2051314413547516,0.1368353664875031,6.0,sp3-like
mp-1018629.cif,-0.4384143948554992,-0.2423236221075058,mp-1018629,-0.2423236221075058,-0.4384143948554992,0.1960907727479934,6.0,sp3-like
mp-758383.cif,-1.3955297470092771,-1.440867900848389,mp-758383,-1.440867900848389,-1.3955297470092771,0.04533815383911177,3.0,sp2-like
mp-1245334.cif,-0.2822851836681366,0.0231515038758516,mp-1245334,0.0231515038758516,-0.2822851836681366,0.3054366875439882,2.0,sp-like
mp-550593.cif,-1.9655985832214355,-1.8651456832885744,mp-550593,-1.8651456832885744,-1.9655985832214355,0.1004528999328611,4.0,sp3-like
mp-1031751.cif,-2.460171937942505,-2.0887646675109863,mp-1031751,-2.0887646675109863,-2.460171937942505,0.37140727043151855,4.0,sp3-like
mp-1105430.cif,-1.1874953508377075,-1.1455810070037842,mp-1105430,-1.1455810070037842,-1.1874953508377075,0.04191434383392334,2.0,sp-like
mp-1209156.cif,-1.5949983596801758,-1.483897089958191,mp-1209156,-1.483897089958191,-1.5949983596801758,0.11110126972198486,2.0,sp-like
mp-1206413.cif,0.0667230188846588,-0.3203438520431518,mp-1206413,-0.3203438520431518,0.0667230188846588,0.3870668709278106,6.0,sp3-like
mp-1210942.cif,-0.2302936464548111,-0.1614989638328552,mp-1210942,-0.1614989638328552,-0.2302936464548111,0.0687946826219559,7.5,sp3-like
mp-1034502.cif,-2.8218348026275635,-2.6322927474975586,mp-1034502,-2.6322927474975586,-2.8218348026275635,0.18954205513000488,6.0,sp3-like
mp-15812.cif,0.0157024729996919,-0.1059276238083839,mp-15812,-0.1059276238083839,0.0157024729996919,0.1216300968080758,6.0,sp3-like
mp-541840.cif,-0.4502367377281189,-0.3700226545333862,mp-541840,-0.3700226545333862,-0.4502367377281189,0.08021408319473272,6.0,sp3-like
mp-1147570.cif,0.2125899195671081,0.1402989625930786,mp-1147570,0.1402989625930786,0.2125899195671081,0.07229095697402949,2.0,sp-like
mp-37919.cif,-0.6388468742370605,-0.2395275086164474,mp-37919,-0.2395275086164474,-0.6388468742370605,0.39931936562061315,5.0,sp3-like
mp-1069160.cif,-0.4879311025142669,-0.3700822293758392,mp-1069160,-0.3700822293758392,-0.4879311025142669,0.11784887313842773,6.0,sp3-like
mp-571432.cif,-1.8826258182525637,-1.550940752029419,mp-571432,-1.550940752029419,-1.8826258182525637,0.33168506622314475,5.0,sp3-like
mp-20814.cif,-0.4821337759494781,-0.4013464450836181,mp-20814,-0.4013464450836181,-0.4821337759494781,0.08078733086585999,3.0,sp2-like
mp-1079546.cif,-0.5489720702171326,-0.5623769164085388,mp-1079546,-0.5623769164085388,-0.5489720702171326,0.01340484619140625,6.0,sp3-like
mp-3182.cif,-0.7192884087562561,-0.5463429093360901,mp-3182,-0.5463429093360901,-0.7192884087562561,0.17294549942016602,6.0,sp3-like
mp-569274.cif,-0.7762576341629028,-0.4717043042182922,mp-569274,-0.4717043042182922,-0.7762576341629028,0.30455332994461065,3.1666666666666665,sp2-like
mp-1209101.cif,-0.5041679739952087,-0.416074275970459,mp-1209101,-0.416074275970459,-0.5041679739952087,0.08809369802474976,1.0,sp-like
mp-19756.cif,-0.8480499386787415,-0.5893658399581909,mp-19756,-0.5893658399581909,-0.8480499386787415,0.25868409872055054,2.0,sp-like
mp-1219040.cif,-2.8670742511749268,-2.549074649810791,mp-1219040,-2.549074649810791,-2.8670742511749268,0.31799960136413574,3.0,sp2-like
mp-3346392.cif,-2.748256206512451,-2.545376777648926,mp-3346392,-2.545376777648926,-2.748256206512451,0.2028794288635254,3.0,sp2-like
mp-763588.cif,-1.8317805528640747,-1.8305851221084597,mp-763588,-1.8305851221084597,-1.8317805528640747,0.0011954307556150123,3.0,sp2-like
mp-556777.cif,-2.284069776535034,-2.180851936340332,mp-556777,-2.180851936340332,-2.284069776535034,0.10321784019470215,3.0,sp2-like
mp-675489.cif,0.0454726219177246,-0.115033634006977,mp-675489,-0.115033634006977,0.0454726219177246,0.1605062559247016,4.0,sp3-like
mp-1213428.cif,-0.2199162989854812,-0.0905528962612152,mp-1213428,-0.0905528962612152,-0.2199162989854812,0.129363402724266,6.0,sp3-like
mp-568286.cif,-0.0360985025763511,0.0081888297572731,mp-568286,0.0081888297572731,-0.0360985025763511,0.0442873323336242,3.0,sp2-like
