(base) root@fd3643bcbac3:~/my_codes/cgcnn_new# python predict.py pre-trained/formation-energy-per-atom.pth data/B_materials
Total CIF files found: 5456
Test set size: 1091 materials

==================== TEST RESULTS ====================
Number of test materials: 1091
MAE : 0.108047 eV/atom
MSE : 0.047787 (eV/atom)^2
====================================================

Material-wise Predictions:
mp-850950            | Ground Truth: -2.390036 | Predicted: -2.410858
mp-1205377           | Ground Truth: 0.485614 | Predicted: -0.202481
mp-13765             | Ground Truth: -0.366837 | Predicted: -0.364850
mp-1193589           | Ground Truth: -0.201994 | Predicted: -0.266843
mp-1194333           | Ground Truth: -1.192939 | Predicted: -1.882214
mp-555489            | Ground Truth: -3.566174 | Predicted: -3.622630
mp-30091             | Ground Truth: -0.440278 | Predicted: -0.390435
mp-761234            | Ground Truth: -2.249872 | Predicted: -2.345743
mp-1097047           | Ground Truth: -1.616973 | Predicted: -1.667536
mp-1214927           | Ground Truth: -0.371211 | Predicted: -1.368210
mp-631524            | Ground Truth: 1.140975 | Predicted: 1.125755
mp-20874             | Ground Truth: -0.548947 | Predicted: -0.410303
mp-10117             | Ground Truth: -0.307289 | Predicted: -0.340407
mp-1215922           | Ground Truth: -0.796145 | Predicted: -0.919000
mp-561186            | Ground Truth: -3.350879 | Predicted: -3.360567
mp-1217003           | Ground Truth: -1.731255 | Predicted: -1.822004
mp-1202707           | Ground Truth: -0.238627 | Predicted: -0.220648
mp-1195203           | Ground Truth: -0.225632 | Predicted: -0.416426
mp-780112            | Ground Truth: -2.445143 | Predicted: -2.454659
mp-556206            | Ground Truth: -3.018221 | Predicted: -3.068330
mp-1190599           | Ground Truth: -0.578155 | Predicted: -0.603599
mp-760457            | Ground Truth: -3.437200 | Predicted: -3.510596
mp-1209829           | Ground Truth: -0.772743 | Predicted: -0.788391
mp-1196460           | Ground Truth: -2.204841 | Predicted: -2.250768
mp-1220806           | Ground Truth: -0.332481 | Predicted: -0.351195
mp-849514            | Ground Truth: -2.392022 | Predicted: -2.415742
mp-1222763           | Ground Truth: -0.570551 | Predicted: -0.477306
mp-1194254           | Ground Truth: -2.980852 | Predicted: -3.094302
mp-1217512           | Ground Truth: -0.208165 | Predicted: -0.213842
mp-1025127           | Ground Truth: -0.461351 | Predicted: -0.517730
mp-1191380           | Ground Truth: -2.594036 | Predicted: -2.659652
mp-771158            | Ground Truth: -3.141567 | Predicted: -3.200284
mp-505537            | Ground Truth: -0.232534 | Predicted: -0.308022
mp-1200209           | Ground Truth: -2.899619 | Predicted: -2.935798
mp-1183440           | Ground Truth: 0.835622 | Predicted: 0.443626
mp-756306            | Ground Truth: -2.293455 | Predicted: -2.377669
mp-1106398           | Ground Truth: -0.458095 | Predicted: -0.437140
mp-764815            | Ground Truth: -2.254591 | Predicted: -2.342310
mp-1189784           | Ground Truth: -0.577482 | Predicted: -0.585979
mp-570529            | Ground Truth: -0.618533 | Predicted: -0.615325
mp-1216445           | Ground Truth: -0.716320 | Predicted: -0.743416
mp-1026871           | Ground Truth: 0.240320 | Predicted: 0.151657
mp-759933            | Ground Truth: -2.465931 | Predicted: -2.481854
mp-768960            | Ground Truth: -2.360440 | Predicted: -2.377669
mp-569404            | Ground Truth: -0.275182 | Predicted: -0.264580
mp-568624            | Ground Truth: -0.459134 | Predicted: -0.363681
mp-1199198           | Ground Truth: -2.916217 | Predicted: -2.938424
mp-1105839           | Ground Truth: -0.474817 | Predicted: -0.485591
mp-1180507           | Ground Truth: 0.113221 | Predicted: -0.076844
mp-1202687           | Ground Truth: -1.989828 | Predicted: -2.139749
mp-3092              | Ground Truth: -0.471399 | Predicted: -0.474057
mp-7783              | Ground Truth: -0.408450 | Predicted: -0.406238
mp-1206490           | Ground Truth: -0.676961 | Predicted: -0.534276
mp-1079661           | Ground Truth: 0.225260 | Predicted: 0.467371
mp-1208346           | Ground Truth: -0.600002 | Predicted: -0.599226
mp-1182037           | Ground Truth: -1.181246 | Predicted: -1.151649
mp-766660            | Ground Truth: -2.310182 | Predicted: -2.407070
mp-666728            | Ground Truth: 0.734749 | Predicted: -0.135734
mp-1245057           | Ground Truth: -2.651251 | Predicted: -2.833670
mp-1197285           | Ground Truth: -2.551939 | Predicted: -2.575078
mp-1332293           | Ground Truth: -0.563575 | Predicted: -0.553559
mp-1037433           | Ground Truth: -2.911307 | Predicted: -3.042626
mp-1221963           | Ground Truth: 0.427816 | Predicted: 0.368636
mp-3261              | Ground Truth: -3.197835 | Predicted: -3.211096
mp-1201047           | Ground Truth: -3.729574 | Predicted: -3.747849
mp-780510            | Ground Truth: -2.392503 | Predicted: -2.418792
mp-722237            | Ground Truth: -0.098675 | Predicted: -0.164372
mp-568771            | Ground Truth: -0.622560 | Predicted: -0.582633
mp-1189809           | Ground Truth: -2.815885 | Predicted: -2.958148
mp-1214219           | Ground Truth: -2.236545 | Predicted: -2.506458
mp-1197003           | Ground Truth: -0.082679 | Predicted: -0.097642
mp-22225             | Ground Truth: -3.367056 | Predicted: -3.449279
mp-19475             | Ground Truth: -2.884990 | Predicted: -2.903325
mp-1030869           | Ground Truth: -2.339468 | Predicted: -2.896800
mp-1097791           | Ground Truth: -0.211242 | Predicted: -0.296826
mp-1220656           | Ground Truth: -0.033754 | Predicted: -0.028187
mp-863006            | Ground Truth: -1.965920 | Predicted: -1.997578
mp-2647155           | Ground Truth: -0.460692 | Predicted: -0.467102
mp-666026            | Ground Truth: -3.090725 | Predicted: -3.099788
mp-1196257           | Ground Truth: -0.413708 | Predicted: -0.331677
mp-16457             | Ground Truth: -2.472333 | Predicted: -2.491404
mp-1202477           | Ground Truth: -2.523236 | Predicted: -2.759477
mp-29981             | Ground Truth: -0.684682 | Predicted: -0.604146
mp-1192274           | Ground Truth: -0.465944 | Predicted: -0.388638
mp-1214836           | Ground Truth: -0.234125 | Predicted: -0.041973
mp-23758             | Ground Truth: -0.417805 | Predicted: -0.456807
mp-882580            | Ground Truth: -2.229494 | Predicted: -2.334909
mp-13590             | Ground Truth: -0.158727 | Predicted: -0.005621
mp-558293            | Ground Truth: -2.806181 | Predicted: -2.815250
mp-28490             | Ground Truth: -0.400569 | Predicted: -0.348153
mp-721727            | Ground Truth: -1.512985 | Predicted: -1.577639
mp-20302             | Ground Truth: -2.057118 | Predicted: -2.207218
mp-28893             | Ground Truth: -0.003503 | Predicted: -0.316566
mp-1106148           | Ground Truth: -0.199363 | Predicted: -0.240834
mp-1017241           | Ground Truth: 0.195086 | Predicted: 0.027282
mp-1226141           | Ground Truth: -0.176293 | Predicted: -0.328884
mp-1225046           | Ground Truth: -0.841834 | Predicted: -0.890234
mp-1199763           | Ground Truth: -0.074813 | Predicted: -0.462351
mp-849225            | Ground Truth: -2.459226 | Predicted: -2.488536
mp-780135            | Ground Truth: -2.461599 | Predicted: -2.477066
mp-1217647           | Ground Truth: -0.522008 | Predicted: -0.553542
mp-558548            | Ground Truth: -2.482856 | Predicted: -2.517310
mp-10134             | Ground Truth: -0.673166 | Predicted: -0.840708
mp-3869              | Ground Truth: -0.785007 | Predicted: -0.817409
mp-1033841           | Ground Truth: -2.632121 | Predicted: -2.935977
mp-19185             | Ground Truth: -2.436178 | Predicted: -2.467620
mp-775226            | Ground Truth: -2.424622 | Predicted: -2.426970
mp-1196201           | Ground Truth: -3.247264 | Predicted: -3.329762
mp-556002            | Ground Truth: -2.467810 | Predicted: -2.460768
mp-779313            | Ground Truth: -2.483613 | Predicted: -2.515707
mp-972380            | Ground Truth: -0.662700 | Predicted: -0.612410
mp-23784             | Ground Truth: -0.777061 | Predicted: -0.913627
mp-1199710           | Ground Truth: -0.309596 | Predicted: -0.400128
mp-1105098           | Ground Truth: -0.358884 | Predicted: -0.556712
mp-1033845           | Ground Truth: -2.513610 | Predicted: -2.877805
mp-1194338           | Ground Truth: -3.045635 | Predicted: -3.132698
mp-1200414           | Ground Truth: -0.383513 | Predicted: -0.344951
mp-1212820           | Ground Truth: -2.577719 | Predicted: -2.635280
mp-1101772           | Ground Truth: -0.399744 | Predicted: -0.375521
mp-1038543           | Ground Truth: -2.876958 | Predicted: -2.992800
mp-1183146           | Ground Truth: 0.876944 | Predicted: 0.388585
mp-1224119           | Ground Truth: -0.154338 | Predicted: -0.237438
mp-15939             | Ground Truth: -3.263412 | Predicted: -3.257440
mp-7625              | Ground Truth: -0.668080 | Predicted: -0.645028
mp-1105186           | Ground Truth: -0.249354 | Predicted: -0.297007
mp-1008559           | Ground Truth: -0.469228 | Predicted: -0.341509
mp-1246468           | Ground Truth: -0.821898 | Predicted: -1.013491
mp-764847            | Ground Truth: -2.244496 | Predicted: -2.349416
mp-1221784           | Ground Truth: -2.544842 | Predicted: -2.569316
mp-19520             | Ground Truth: -2.855775 | Predicted: -2.844185
mp-753471            | Ground Truth: -2.050203 | Predicted: -2.040028
mp-759667            | Ground Truth: -2.508108 | Predicted: -2.526865
mp-1191070           | Ground Truth: -0.502673 | Predicted: -0.597495
mp-1214648           | Ground Truth: -1.733873 | Predicted: -1.832594
mp-1004525           | Ground Truth: -0.241017 | Predicted: -0.247708
mp-561502            | Ground Truth: -1.370026 | Predicted: -1.384301
mp-23045             | Ground Truth: -0.686365 | Predicted: -1.054086
mp-1199460           | Ground Truth: -0.683695 | Predicted: -1.094400
mp-1214847           | Ground Truth: -1.547184 | Predicted: -1.760459
mp-5540              | Ground Truth: -3.016896 | Predicted: -3.019266
mp-1020707           | Ground Truth: -2.655388 | Predicted: -2.666312
mp-1199281           | Ground Truth: -0.077065 | Predicted: -0.119298
mp-761235            | Ground Truth: -2.229510 | Predicted: -2.331855
mp-1205404           | Ground Truth: -0.340440 | Predicted: -0.434890
mp-1220630           | Ground Truth: -0.285637 | Predicted: -0.334828
mp-557235            | Ground Truth: -2.692882 | Predicted: -2.666328
mp-3071              | Ground Truth: -0.366687 | Predicted: -0.365729
mp-569935            | Ground Truth: -1.555679 | Predicted: -1.507904
mp-1077788           | Ground Truth: -0.202929 | Predicted: -0.152003
mp-1214639           | Ground Truth: -3.134129 | Predicted: -3.167140
mp-1026664           | Ground Truth: 0.302334 | Predicted: 0.143466
mp-29721             | Ground Truth: -0.041145 | Predicted: -0.161715
mp-1095514           | Ground Truth: 0.276473 | Predicted: 0.556655
mp-23662             | Ground Truth: -1.861970 | Predicted: -1.941886
mp-374               | Ground Truth: -0.262860 | Predicted: -0.441679
mp-5311              | Ground Truth: -1.250260 | Predicted: -1.178272
mp-1200814           | Ground Truth: -1.045725 | Predicted: -1.126886
mp-20590             | Ground Truth: -0.258076 | Predicted: -0.359524
mp-1213975           | Ground Truth: -0.460647 | Predicted: -0.482883
mp-1176777           | Ground Truth: -2.225574 | Predicted: -2.245135
mp-707273            | Ground Truth: -0.196364 | Predicted: -0.179665
mp-1034024           | Ground Truth: -2.770880 | Predicted: -2.988501
mp-558051            | Ground Truth: -3.311746 | Predicted: -3.328093
mp-1031258           | Ground Truth: -2.503349 | Predicted: -2.766177
mp-766484            | Ground Truth: -2.490202 | Predicted: -2.506907
mp-6257              | Ground Truth: -2.897896 | Predicted: -2.925554
mp-1201529           | Ground Truth: -2.026531 | Predicted: -2.027979
mp-768521            | Ground Truth: -2.355972 | Predicted: -2.385519
mp-1106302           | Ground Truth: -0.635162 | Predicted: -0.622933
mp-1219901           | Ground Truth: -0.585872 | Predicted: -0.684385
mp-1176790           | Ground Truth: -2.343616 | Predicted: -2.457762
mp-12209             | Ground Truth: -2.753721 | Predicted: -2.737268
mp-684003            | Ground Truth: -0.546376 | Predicted: -0.578214
mp-631540            | Ground Truth: 0.739205 | Predicted: 0.747430
mp-5759              | Ground Truth: -0.103316 | Predicted: -0.074695
mp-581639            | Ground Truth: -1.392049 | Predicted: -1.486680
mp-1180411           | Ground Truth: -1.559282 | Predicted: -2.072211
mp-3889              | Ground Truth: -2.607823 | Predicted: -2.640575
mp-7027              | Ground Truth: -2.458592 | Predicted: -2.363822
mp-1030690           | Ground Truth: -2.359485 | Predicted: -2.766161
mp-30239             | Ground Truth: -1.667987 | Predicted: -1.770222
mp-20373             | Ground Truth: -0.130958 | Predicted: -0.225446
mp-27426             | Ground Truth: -2.352066 | Predicted: -2.815359
mp-1214282           | Ground Truth: -1.802120 | Predicted: -1.846824
mp-1201734           | Ground Truth: -0.961221 | Predicted: -1.135978
mp-1208341           | Ground Truth: -3.249677 | Predicted: -3.281009
mp-1178471           | Ground Truth: -2.768378 | Predicted: -2.850443
mp-1201222           | Ground Truth: -2.007351 | Predicted: -2.122231
mp-781610            | Ground Truth: -2.468707 | Predicted: -2.484856
mp-7892              | Ground Truth: -0.470417 | Predicted: -0.365479
mp-1191981           | Ground Truth: -0.692844 | Predicted: -0.548990
mp-974392            | Ground Truth: -0.640040 | Predicted: -0.613355
mp-849632            | Ground Truth: -2.287912 | Predicted: -2.375194
mp-554240            | Ground Truth: -3.146121 | Predicted: -3.162423
mp-1099225           | Ground Truth: -2.005649 | Predicted: -2.436571
mp-1020664           | Ground Truth: -2.710037 | Predicted: -2.713177
mp-1105080           | Ground Truth: -0.189516 | Predicted: -0.256721
mp-1189317           | Ground Truth: -0.398161 | Predicted: -0.455436
mp-1103093           | Ground Truth: -0.363433 | Predicted: -0.340902
mp-1102394           | Ground Truth: -0.798194 | Predicted: -0.766216
mp-1212938           | Ground Truth: -3.440238 | Predicted: -3.597539
mp-1022952           | Ground Truth: 0.450471 | Predicted: 0.247955
mp-777373            | Ground Truth: -2.287912 | Predicted: -2.375461
mp-1204824           | Ground Truth: -0.298051 | Predicted: -0.528579
mp-9720              | Ground Truth: -0.373854 | Predicted: -0.230216
mp-1197506           | Ground Truth: -2.828786 | Predicted: -2.857233
mp-849571            | Ground Truth: -2.471205 | Predicted: -2.495265
mp-1190715           | Ground Truth: -0.638584 | Predicted: -0.641358
mp-850193            | Ground Truth: -3.524040 | Predicted: -3.523073
mp-1221428           | Ground Truth: -2.946573 | Predicted: -2.961727
mp-20962             | Ground Truth: -0.170018 | Predicted: -0.258809
mp-8872              | Ground Truth: -2.245914 | Predicted: -2.198652
mp-23578             | Ground Truth: -2.416672 | Predicted: -2.448851
mp-1079335           | Ground Truth: -0.570813 | Predicted: -0.582277
mp-1207902           | Ground Truth: -0.276274 | Predicted: -0.340823
mp-1196929           | Ground Truth: -2.555772 | Predicted: -2.718235
mp-1203590           | Ground Truth: -2.651005 | Predicted: -2.841740
mp-579677            | Ground Truth: -0.296389 | Predicted: -0.291407
mp-1201581           | Ground Truth: -0.459762 | Predicted: -0.475169
mp-1190960           | Ground Truth: -0.052561 | Predicted: -0.279425
mp-989459            | Ground Truth: -0.104463 | Predicted: -0.200397
mp-1228633           | Ground Truth: -0.016918 | Predicted: -0.258380
mp-2898211           | Ground Truth: 0.407513 | Predicted: 0.077873
mp-2760250           | Ground Truth: -3.390340 | Predicted: -2.961945
mp-1246452           | Ground Truth: -0.262049 | Predicted: -0.564011
mp-3717              | Ground Truth: -0.888095 | Predicted: -0.859226
mp-22435             | Ground Truth: -0.988255 | Predicted: -0.893044
mp-1221191           | Ground Truth: 1.014455 | Predicted: 0.381617
mp-1102353           | Ground Truth: 0.484838 | Predicted: -0.371339
mp-1296              | Ground Truth: -0.419698 | Predicted: -0.417885
mp-568090            | Ground Truth: -0.499579 | Predicted: -0.391745
mp-556695            | Ground Truth: -2.881396 | Predicted: -2.937367
mp-1214050           | Ground Truth: -3.393812 | Predicted: -3.403811
mp-1202234           | Ground Truth: -0.566041 | Predicted: -0.533308
mp-1222565           | Ground Truth: -2.755067 | Predicted: -2.753303
mp-1219077           | Ground Truth: -0.332813 | Predicted: -0.505984
mp-1009695           | Ground Truth: -0.191843 | Predicted: -0.082236
mp-3428              | Ground Truth: -0.644615 | Predicted: -0.830043
mp-1019608           | Ground Truth: -2.130714 | Predicted: -2.161831
mp-761206            | Ground Truth: -2.205470 | Predicted: -2.314800
mp-15520             | Ground Truth: -2.928357 | Predicted: -2.948179
mp-1034697           | Ground Truth: -2.725212 | Predicted: -2.985069
mp-1196747           | Ground Truth: -2.495848 | Predicted: -2.763541
mp-22335             | Ground Truth: -0.459811 | Predicted: -0.447726
mp-1238776           | Ground Truth: -0.159622 | Predicted: -0.583244
mp-780669            | Ground Truth: -2.461470 | Predicted: -2.493805
mp-607369            | Ground Truth: -0.134999 | Predicted: -0.252584
mp-778813            | Ground Truth: -2.483810 | Predicted: -2.509188
mp-1099294           | Ground Truth: 0.133569 | Predicted: -0.027396
mp-1220135           | Ground Truth: -0.256617 | Predicted: -0.261217
mp-27768             | Ground Truth: -0.410924 | Predicted: -0.415042
mp-1078108           | Ground Truth: -0.486017 | Predicted: -0.484735
mp-1113              | Ground Truth: -0.245683 | Predicted: -0.196390
mp-1188803           | Ground Truth: -0.377761 | Predicted: -0.404815
mp-850885            | Ground Truth: -2.415838 | Predicted: -2.435212
mp-8216              | Ground Truth: -3.521146 | Predicted: -3.545051
mp-1208392           | Ground Truth: -3.104089 | Predicted: -3.107526
mp-978989            | Ground Truth: -0.348758 | Predicted: -0.268842
mp-1099218           | Ground Truth: -2.646260 | Predicted: -2.837536
mp-780335            | Ground Truth: -2.462429 | Predicted: -2.491847
mp-9309              | Ground Truth: -3.013452 | Predicted: -3.010662
mp-760243            | Ground Truth: -2.281767 | Predicted: -2.376469
mp-505232            | Ground Truth: -2.853718 | Predicted: -2.846354
mp-10552             | Ground Truth: -0.832793 | Predicted: -0.528291
mp-1204859           | Ground Truth: -0.139626 | Predicted: -0.215517
mp-1177802           | Ground Truth: -2.513449 | Predicted: -2.545731
mp-6098              | Ground Truth: -0.520915 | Predicted: -0.493110
mp-1227646           | Ground Truth: -2.326470 | Predicted: -2.315142
mp-5940              | Ground Truth: -0.508996 | Predicted: -0.436936
mp-763318            | Ground Truth: -2.100014 | Predicted: -2.139178
mp-1191986           | Ground Truth: -0.563516 | Predicted: -0.572012
mp-6191              | Ground Truth: -0.614215 | Predicted: -0.613875
mp-1197401           | Ground Truth: -2.559082 | Predicted: -2.608766
mp-555102            | Ground Truth: -2.362355 | Predicted: -2.329217
mp-778031            | Ground Truth: -2.549050 | Predicted: -2.569802
mp-1106184           | Ground Truth: -0.248795 | Predicted: -0.202000
mp-18595             | Ground Truth: -2.814416 | Predicted: -2.863015
mp-696849            | Ground Truth: -1.289134 | Predicted: -1.431073
mp-1190670           | Ground Truth: -0.530054 | Predicted: -0.538995
mp-699473            | Ground Truth: -0.738026 | Predicted: -0.886953
mp-21464             | Ground Truth: -0.227322 | Predicted: -0.385700
mp-1072199           | Ground Truth: -0.471421 | Predicted: -0.564216
mp-1210559           | Ground Truth: -2.842747 | Predicted: -2.819572
mp-3032              | Ground Truth: -3.308196 | Predicted: -3.311713
mp-850898            | Ground Truth: -2.421163 | Predicted: -2.452121
mp-1195216           | Ground Truth: -0.477566 | Predicted: -0.384781
mp-1033242           | Ground Truth: -2.360941 | Predicted: -2.835371
mp-1224854           | Ground Truth: -0.191600 | Predicted: -0.280425
mp-733481            | Ground Truth: 0.002885 | Predicted: -0.320929
mp-1214905           | Ground Truth: 0.111162 | Predicted: -0.144203
mp-1199109           | Ground Truth: -2.241225 | Predicted: -2.554546
mp-30060             | Ground Truth: -0.451707 | Predicted: -0.441911
mp-1199246           | Ground Truth: -3.126504 | Predicted: -3.078431
mp-5426              | Ground Truth: -0.639891 | Predicted: -0.629891
mp-1219553           | Ground Truth: -0.505987 | Predicted: -0.427964
mp-1207931           | Ground Truth: -2.467809 | Predicted: -2.385630
mp-1204298           | Ground Truth: -1.440748 | Predicted: -1.968897
mp-1215031           | Ground Truth: -1.347015 | Predicted: -1.445384
mp-27724             | Ground Truth: -0.645372 | Predicted: -0.751774
mp-1205795           | Ground Truth: -0.441664 | Predicted: -0.487489
mp-22703             | Ground Truth: -0.300987 | Predicted: -0.299777
mp-1205267           | Ground Truth: -2.609748 | Predicted: -2.708374
mp-1069105           | Ground Truth: -0.462745 | Predicted: -0.468067
mp-1200496           | Ground Truth: -2.926992 | Predicted: -2.813681
mp-568966            | Ground Truth: -0.493766 | Predicted: -0.325651
mp-1188483           | Ground Truth: -0.139633 | Predicted: -0.207466
mp-22319             | Ground Truth: -0.281308 | Predicted: -0.206197
mp-13772             | Ground Truth: -3.080772 | Predicted: -3.101052
mp-24239             | Ground Truth: -0.408515 | Predicted: -0.378449
mp-568725            | Ground Truth: -0.436771 | Predicted: -0.468134
mp-10566             | Ground Truth: -0.495186 | Predicted: -0.415462
mp-17714             | Ground Truth: -3.374815 | Predicted: -3.397364
mp-773605            | Ground Truth: -2.378766 | Predicted: -2.387978
mp-1220841           | Ground Truth: -0.308454 | Predicted: -0.355632
mp-1197224           | Ground Truth: -2.341033 | Predicted: -2.647862
mp-975663            | Ground Truth: -0.433112 | Predicted: -0.469655
mp-1183242           | Ground Truth: -0.556550 | Predicted: -1.040917
mp-849413            | Ground Truth: -2.469924 | Predicted: -2.493789
mp-554718            | Ground Truth: -2.587290 | Predicted: -2.569968
mp-1195760           | Ground Truth: -0.674612 | Predicted: -0.633653
mp-1190619           | Ground Truth: -0.478314 | Predicted: -0.465939
mp-1203744           | Ground Truth: -2.337348 | Predicted: -2.495500
mp-760269            | Ground Truth: -2.273533 | Predicted: -2.347044
mp-5200              | Ground Truth: -0.668316 | Predicted: -0.721577
mp-1208836           | Ground Truth: -0.674250 | Predicted: -0.575903
mp-19948             | Ground Truth: -0.503660 | Predicted: -0.837303
mp-17323             | Ground Truth: -2.805532 | Predicted: -2.844827
mp-1180710           | Ground Truth: -2.743544 | Predicted: -2.747166
mp-655001            | Ground Truth: -0.176122 | Predicted: -0.461172
mp-1099300           | Ground Truth: 0.364324 | Predicted: 0.256748
mp-6996              | Ground Truth: -0.518644 | Predicted: -0.457789
mp-6040              | Ground Truth: -3.116867 | Predicted: -3.076974
mp-1102968           | Ground Truth: -0.593144 | Predicted: -0.567959
mp-15709             | Ground Truth: -0.530218 | Predicted: -0.548103
mp-1219765           | Ground Truth: -0.482202 | Predicted: -0.437611
mp-505545            | Ground Truth: -0.692140 | Predicted: -0.658658
mp-531006            | Ground Truth: -2.651366 | Predicted: -2.834480
mp-29411             | Ground Truth: -0.970612 | Predicted: -1.026209
mp-12569             | Ground Truth: -0.607815 | Predicted: -0.544655
mp-558179            | Ground Truth: -1.937112 | Predicted: -2.092637
mp-567989            | Ground Truth: -0.250448 | Predicted: -0.308537
mp-954               | Ground Truth: -0.409972 | Predicted: -0.383824
mp-755030            | Ground Truth: -2.420958 | Predicted: -2.435503
mp-866664            | Ground Truth: -1.874278 | Predicted: -1.594649
mp-761220            | Ground Truth: -2.310290 | Predicted: -2.397270
mp-1247247           | Ground Truth: -0.419734 | Predicted: -0.581055
mp-1079994           | Ground Truth: -0.549028 | Predicted: -0.584754
mp-1211309           | Ground Truth: 0.001129 | Predicted: -0.382716
mp-1224577           | Ground Truth: -1.742336 | Predicted: -1.902912
mp-1224263           | Ground Truth: -1.079201 | Predicted: -0.846328
mp-851575            | Ground Truth: -1.274197 | Predicted: -2.362889
mp-764508            | Ground Truth: -2.265857 | Predicted: -2.373672
mp-9973              | Ground Truth: -0.899812 | Predicted: -0.832293
mp-770170            | Ground Truth: -2.560589 | Predicted: -2.576134
mp-1095458           | Ground Truth: -0.480318 | Predicted: -0.531973
mp-24270             | Ground Truth: -0.338020 | Predicted: -0.342446
mp-1194505           | Ground Truth: -0.286195 | Predicted: -0.312021
mp-27757             | Ground Truth: -0.016717 | Predicted: -0.082935
mp-731849            | Ground Truth: -1.078170 | Predicted: -1.601576
mp-1192224           | Ground Truth: -0.588601 | Predicted: -0.594622
mp-631525            | Ground Truth: 0.887309 | Predicted: 0.915945
mp-562764            | Ground Truth: -1.758704 | Predicted: -1.840905
mp-9596              | Ground Truth: -0.582035 | Predicted: -0.562480
mp-2873              | Ground Truth: -0.580318 | Predicted: -0.610204
mp-19984             | Ground Truth: 0.465819 | Predicted: -0.345214
mp-1216311           | Ground Truth: -0.104005 | Predicted: -0.081506
mp-558794            | Ground Truth: -1.420851 | Predicted: -1.454801
mp-1214854           | Ground Truth: -2.918647 | Predicted: -3.043251
mp-1217550           | Ground Truth: -0.125576 | Predicted: -0.126151
mp-759375            | Ground Truth: -2.429174 | Predicted: -2.452138
mp-1191966           | Ground Truth: -0.647686 | Predicted: -0.644300
mp-1213928           | Ground Truth: -1.541023 | Predicted: -1.851142
mp-610530            | Ground Truth: -0.528628 | Predicted: -0.479854
mp-1101862           | Ground Truth: -0.385424 | Predicted: -0.434075
mp-1212227           | Ground Truth: -0.757828 | Predicted: -0.636649
mp-1222963           | Ground Truth: -0.272898 | Predicted: -0.382764
mp-1228630           | Ground Truth: -0.044264 | Predicted: -0.162013
mp-5757              | Ground Truth: -0.765779 | Predicted: -0.663421
mp-756081            | Ground Truth: -2.247475 | Predicted: -2.253224
mp-866308            | Ground Truth: -0.406807 | Predicted: -0.521202
mp-1994              | Ground Truth: -1.084848 | Predicted: -0.767144
mp-1219071           | Ground Truth: -0.545147 | Predicted: -0.442897
mp-1040196           | Ground Truth: -2.878443 | Predicted: -2.981881
mp-766463            | Ground Truth: -2.638222 | Predicted: -2.652667
mp-1221771           | Ground Truth: -0.366245 | Predicted: -0.415843
mp-2967              | Ground Truth: -0.446245 | Predicted: -0.473573
mp-1198135           | Ground Truth: -1.564698 | Predicted: -1.782418
mp-777343            | Ground Truth: -2.281362 | Predicted: -2.381375
mp-672196            | Ground Truth: -1.316337 | Predicted: -1.202339
mp-764505            | Ground Truth: -2.265573 | Predicted: -2.363918
